time_steps,win_rate,episode_rewards
0,0.0,0.0
5601,0.0,1.972602739726028
10128,0.5,13.630136986301368
15013,0.28125,11.148972602739725
20248,0.4375,13.0513698630137
25712,0.65625,15.770547945205479
30573,0.6875,16.147260273972602
35347,0.375,12.04623287671233
40093,0.625,15.386986301369863
45584,0.65625,15.875
50361,0.78125,17.272260273972602
55218,0.78125,17.39554794520548
60077,0.90625,18.89554794520548
65678,0.9375,19.27054794520548
70553,0.5,13.93835616438356
75447,0.96875,19.625
80273,0.6875,16.208904109589042
85115,0.40625,12.844178082191782
90790,0.625,15.51027397260274
95647,0.53125,14.332191780821915
100469,0.625,15.36986301369863
105336,0.46875,13.422945205479452
110352,0.59375,14.969178082191778
115255,0.3125,11.467465753424658
120189,0.5,13.72945205479452
125030,0.4375,13.030821917808218
130683,0.53125,14.383561643835616
135493,0.5625,14.571917808219178
140310,0.53125,14.279109589041093
145060,0.59375,14.976027397260275
150516,0.5625,14.549657534246576
155218,0.96875,19.625
160499,0.34375,12.041095890410958
165751,0.96875,19.63527397260274
170164,0.96875,19.63527397260274
175088,0.96875,19.625
180183,0.90625,18.88527397260274
185146,0.96875,19.625
190072,0.90625,18.86472602739726
195035,0.96875,19.63527397260274
200611,0.84375,18.166095890410958
205496,0.96875,19.63527397260274
210391,0.84375,18.11472602739726
215228,0.96875,19.625
220103,0.96875,19.625
225572,0.9375,19.27054794520548
230436,0.90625,18.90582191780822
235178,1.0,20.0
240042,0.96875,19.63527397260274
245523,0.9375,19.26027397260274
250308,0.96875,19.625
255136,1.0,20.0
260648,0.96875,19.625
265477,0.96875,19.63527397260274
270294,0.90625,18.86472602739726
275140,0.9375,19.23972602739726
280649,1.0,20.0
285452,0.9375,19.25
290299,0.90625,18.833904109589042
295131,0.96875,19.63527397260274
300623,0.9375,19.26027397260274
