time_steps,win_rate,episode_rewards
0,0.0,0.32876712328767116
5310,0.40625,12.429794520547942
10556,0.875,18.428082191780824
15488,0.875,18.48972602739726
20413,0.75,16.969178082191778
25518,0.78125,17.38527397260274
30006,0.78125,17.35445205479452
35256,0.65625,15.811643835616438
40592,0.90625,18.88527397260274
45078,0.875,18.5
50423,0.78125,17.323630136986303
55719,0.78125,17.35445205479452
60317,0.65625,15.782534246575343
65630,0.75,16.948630136986303
70200,0.8125,17.71746575342466
75564,0.75,16.9486301369863
80176,0.8125,17.71917808219178
85574,0.8125,17.67808219178082
90158,0.8125,17.78082191780822
95429,0.8125,17.78082191780822
100679,0.8125,17.71917808219178
105247,0.875,18.438356164383563
110604,0.9375,19.26027397260274
115037,0.8125,17.76027397260274
120268,0.84375,18.11472602739726
125545,0.8125,17.73972602739726
130062,0.9375,19.22945205479452
135395,0.84375,18.125
140654,0.90625,18.89554794520548
145132,0.8125,17.75
150377,0.875,18.51027397260274
155708,0.90625,18.875
160170,0.9375,19.26027397260274
165439,0.875,18.51027397260274
170732,0.9375,19.23972602739726
175278,0.8125,17.73972602739726
180537,0.9375,19.25
185769,0.875,18.508561643835616
190284,0.75,17.01027397260274
195606,0.90625,18.85445205479452
200241,0.875,18.5
205509,0.75,17.018835616438356
210053,0.875,18.541095890410958
215424,0.84375,18.125
220001,0.90625,18.88527397260274
225308,0.8125,17.748287671232873
230629,0.90625,18.86472602739726
235151,0.78125,17.375
240449,0.84375,18.11472602739726
245759,0.90625,18.88527397260274
250270,0.875,18.5
255589,0.9375,19.26027397260274
260211,0.8125,17.708904109589042
265541,0.75,16.97945205479452
270130,0.90625,18.86472602739726
275550,0.9375,19.23972602739726
280123,0.8125,17.73972602739726
285405,0.9375,19.27054794520548
290010,0.8125,17.72945205479452
295346,0.875,18.51027397260274
300727,0.8125,17.78082191780822
