time_steps,win_rate,episode_rewards
0,0.0,0.0
5510,0.0,2.3904109589041096
10564,0.84375,18.133561643835616
15748,0.875,18.51027397260274
20330,0.40625,12.792808219178081
25718,0.75,16.864726027397257
30343,0.5,13.751712328767123
35780,0.84375,18.083904109589042
40561,0.3125,11.458904109589039
45413,0.71875,16.64554794520548
50344,0.65625,15.84417808219178
55283,0.75,16.948630136986303
60304,0.84375,18.09417808219178
65327,0.8125,17.72945205479452
70415,0.8125,17.75
75407,0.71875,16.583904109589042
80410,0.75,17.0
85438,0.78125,17.38527397260274
90414,0.84375,18.09417808219178
95400,0.90625,18.84417808219178
100465,0.78125,17.35445205479452
105587,0.84375,18.10445205479452
110521,0.78125,17.323630136986303
115481,0.65625,15.844178082191782
120498,0.8125,17.73972602739726
125488,0.71875,16.59417808219178
130507,0.84375,18.125
135522,0.75,16.988013698630137
140542,0.78125,17.375
145525,0.875,18.489726027397257
150564,0.9375,19.27054794520548
155555,0.84375,18.11472602739726
160634,0.875,18.51027397260274
165689,0.75,16.95719178082192
170710,0.78125,17.352739726027398
175683,0.78125,17.363013698630137
180505,0.78125,17.383561643835616
185436,0.78125,17.38527397260274
190370,0.78125,17.426369863013697
195207,0.84375,18.125
200085,0.59375,15.114726027397259
205657,0.6875,16.248287671232873
210434,0.84375,18.133561643835616
215075,0.9375,19.27054794520548
220503,0.9375,19.27054794520548
225123,0.875,18.47431506849315
230497,0.9375,19.25
235056,0.875,18.496575342465754
240340,0.9375,19.238013698630137
245631,0.875,18.5
250220,0.84375,18.131849315068493
255498,0.96875,19.63527397260274
260042,0.84375,18.125
265293,0.9375,19.248287671232877
270623,0.875,18.496575342465754
275224,0.8125,17.779109589041095
280528,1.0,20.0
285029,0.90625,18.875
290332,0.96875,19.63527397260274
295572,0.9375,19.27054794520548
300087,0.875,18.52054794520548
