time_steps,win_rate,episode_rewards
0,0.0,0.0
5692,0.1875,9.457191780821919
10675,0.34375,11.717465753424658
15011,0.65625,15.792808219178081
20538,0.21875,10.178082191780819
25238,0.65625,15.875
30719,0.6875,16.219178082191778
35469,0.71875,16.60445205479452
40215,0.53125,14.36472602739726
45011,0.6875,16.25
50575,0.6875,16.16780821917808
55402,0.59375,15.111301369863014
60363,0.71875,16.541095890410958
65294,0.90625,18.85445205479452
70205,0.53125,14.272260273972606
75094,0.625,15.448630136986301
80808,0.59375,15.018835616438356
85624,0.5,13.90582191780822
90443,0.5,13.90582191780822
95220,0.625,15.508561643835616
100154,0.46875,13.542808219178083
105026,0.75,17.02054794520548
110547,0.71875,16.551369863013697
115261,0.875,18.47945205479452
120066,0.90625,18.85445205479452
125654,0.65625,15.803082191780824
130570,0.71875,16.55308219178082
135436,0.78125,17.39554794520548
140216,0.90625,18.88527397260274
145096,0.75,16.98972602739726
150726,0.71875,16.60445205479452
155574,0.875,18.52054794520548
160374,0.71875,16.64554794520548
165346,0.84375,18.073630136986303
170235,0.6875,16.166095890410954
175024,0.6875,16.18664383561644
180805,0.9375,19.26027397260274
185578,0.9375,19.26027397260274
190430,0.9375,19.26027397260274
195279,0.96875,19.63527397260274
200020,0.96875,19.63527397260274
205591,0.90625,18.88527397260274
210416,0.9375,19.21917808219178
215158,0.96875,19.63527397260274
220758,0.96875,19.63527397260274
225525,0.90625,18.875
230208,0.96875,19.63527397260274
235642,0.9375,19.27054794520548
240351,0.875,18.5
245058,0.9375,19.27054794520548
250511,0.875,18.508561643835616
255268,0.875,18.53082191780822
260738,1.0,20.0
265502,0.90625,18.85445205479452
270175,0.9375,19.23972602739726
275649,0.96875,19.63527397260274
280320,0.96875,19.625
285023,0.90625,18.883561643835616
290581,0.90625,18.90582191780822
295318,0.875,18.51027397260274
300084,0.90625,18.89554794520548
