training_steps,agent_0,agent_1,agent_2
0,0.014000655,0.009238514,0.001932054
15,0.020535814,0.019212222,0.01896038
30,0.012166642,0.011041301,0.010353703
45,0.027336912,0.026267316,0.02510938
60,0.027640268,0.02753888,0.027113358
75,0.047246654,0.047387708,0.047291353
90,0.041494433,0.04117471,0.0410909
105,0.022786813,0.023066059,0.023068367
120,0.06102668,0.061015118,0.061177388
135,0.069480374,0.06968649,0.06891534
150,0.06922036,0.06994668,0.06939462
165,0.091671646,0.09036694,0.08890453
180,0.069825694,0.071737185,0.071179226
195,0.09976507,0.09895443,0.097710975
210,0.10500515,0.105815515,0.10525162
225,0.08767583,0.08824599,0.088237844
240,0.10894858,0.10882029,0.10833465
255,0.11121256,0.10968233,0.11117883
270,0.10860007,0.10945693,0.10927399
285,0.1101707,0.11129502,0.11129685
300,0.10787705,0.107994966,0.10870285
315,0.1074886,0.108961865,0.10962588
330,0.11537134,0.11596739,0.11601942
345,0.107381165,0.10934845,0.10981151
360,0.1256668,0.12644126,0.12735628
375,0.1255775,0.12715943,0.12808505
390,0.14655162,0.148363,0.14851514
405,0.123579636,0.1254799,0.12588143
420,0.10514791,0.107569404,0.10852782
435,0.11174654,0.11328213,0.11318798
450,0.12189327,0.12046377,0.12139055
465,0.12828615,0.12898679,0.13174282
480,0.14512476,0.14779787,0.1467916
495,0.14030752,0.14101942,0.14131254
510,0.13924357,0.14029106,0.14122586
525,0.15697636,0.15829697,0.159531
540,0.12785648,0.12766992,0.12833048
555,0.13876772,0.13589828,0.13806644
570,0.14299797,0.14311859,0.14373915
585,0.12965445,0.13035144,0.13027827
600,0.14498127,0.1434709,0.14447181
615,0.152044,0.14900737,0.15511307
630,0.1578137,0.15408556,0.15948041
645,0.1454943,0.12696318,0.12959735
660,0.13584931,0.13592583,0.13758956
675,0.15015887,0.14689262,0.15476714
690,0.15815164,0.15994206,0.16411038
705,0.1437854,0.14839907,0.15243056
720,0.14488533,0.14443977,0.14968058
735,0.16122372,0.15998058,0.16657326
750,0.1734535,0.17211266,0.17852458
765,0.16862717,0.16975203,0.17136338
780,0.16382515,0.16080777,0.16350311
795,0.16049644,0.15892631,0.16225538
