training_steps,agent_0,agent_1,agent_2
810,0.17682469,0.17626593,0.18003412
825,0.1782005,0.17227295,0.17757337
840,0.17679001,0.17429826,0.17518716
855,0.13765436,0.17941,0.15525304
870,0.1785256,0.17806846,0.18030962
885,0.11912391,0.22493678,0.20010558
900,0.13983925,0.15550116,0.1868735
915,0.1845161,0.13047245,0.13139787
930,0.16859667,0.15998991,0.16533741
945,0.1111325,0.18089893,0.20836815
960,0.12956458,0.15056095,0.16336764
975,0.12610392,0.16304708,0.18858877
990,0.15109813,0.16829436,0.16944787
1005,0.17078668,0.18999533,0.19235733
1020,0.16198707,0.14810401,0.17626937
1035,0.15893799,0.17939429,0.2105833
1050,0.08352557,0.2520623,0.18005146
1065,0.13582368,0.16166317,0.1677352
1080,0.14463843,0.1712741,0.16987519
1095,0.1308917,0.16714466,0.17633584
1110,0.13113461,0.12805942,0.17522383
1125,0.14592779,0.16813423,0.1800672
1140,0.15885098,0.17773429,0.19217005
1155,0.15728478,0.1658798,0.17529437
1170,0.16055419,0.17818467,0.18865848
1185,0.13929039,0.156489,0.15892677
1200,0.17535663,0.19178434,0.19570155
1215,0.16087548,0.18061724,0.1894473
1230,0.14595442,0.16257349,0.16647215
1245,0.14797644,0.16571507,0.17346609
1260,0.15316913,0.16973677,0.17576844
1275,0.16379444,0.18325979,0.18839104
1290,0.17208645,0.19731064,0.20496696
1305,0.17126329,0.18768357,0.19550525
1320,0.15285607,0.17443787,0.17636694
1335,0.16483209,0.1809741,0.1894899
1350,0.18314251,0.20253637,0.20427553
1365,0.16080715,0.18187651,0.18340087
1380,0.14813656,0.16300015,0.1644912
1395,0.1580675,0.17867248,0.17781489
1410,0.17066288,0.19676133,0.19633158
1425,0.16921389,0.19104058,0.19513051
1440,0.16078909,0.1852314,0.18868275
1455,0.16991438,0.19444324,0.19814242
1470,0.14970826,0.16996992,0.18037896
1485,0.16264421,0.17887585,0.1852494
1500,0.17097685,0.18516317,0.20024876
1515,0.18956998,0.20761074,0.21942894
1530,0.18250841,0.20094287,0.21356097
1545,0.1652812,0.1842002,0.19047299
1560,0.16076715,0.17639744,0.19063227
1575,0.17599727,0.19200085,0.19935355
1590,0.181565,0.20410722,0.21134008
1605,0.19337054,0.2176379,0.23374453
1620,0.1653265,0.18669164,0.19695452
1635,0.17530449,0.19371992,0.20631811
1650,0.16039303,0.18433298,0.19762567
1665,0.17646901,0.19826569,0.21379279
1680,0.15368013,0.1762434,0.1839464
1695,0.15710543,0.18714635,0.19433273
1710,0.16520098,0.1888679,0.20338273
1725,0.17454354,0.20043288,0.2156629
1740,0.18096305,0.20895633,0.22435008
1755,0.16447438,0.19243422,0.20387916
1770,0.17302544,0.20265256,0.21633121
1785,0.162103,0.18664989,0.19866093
1800,0.1648803,0.19192079,0.2084958
1815,0.19299197,0.22081183,0.2374126
1830,0.17218629,0.19980028,0.21968016
1845,0.16669604,0.1954117,0.20421655
1860,0.17826585,0.20478025,0.2207211
1875,0.16720073,0.19436586,0.20407273
1890,0.18195285,0.21105036,0.22366357
1905,0.18325603,0.20889649,0.22451422
1920,0.16277218,0.18960565,0.20678037
1935,0.16150288,0.1901649,0.20284142
1950,0.16183409,0.1861976,0.19431998
1965,0.1679199,0.19712614,0.21549058
1980,0.1816694,0.20742825,0.22190852
1995,0.16009137,0.19283433,0.21168622
2010,0.1499223,0.17755964,0.19021219
2025,0.1704305,0.19657992,0.21078645
2040,0.16342056,0.19510007,0.20951596
2055,0.17925648,0.20791268,0.22812772
2070,0.16981491,0.20215231,0.21832967
2085,0.16383888,0.19879724,0.21344844
2100,0.15513977,0.18657161,0.1996129
2115,0.16766778,0.19691496,0.21287166
2130,0.15907559,0.19330119,0.21292011
2145,0.18399519,0.21323866,0.23159042
2160,0.15488583,0.19101647,0.21160841
2175,0.15112998,0.18490173,0.20426519
2190,0.16663295,0.20205933,0.222632
2205,0.1711654,0.20353526,0.21833593
2220,0.14505559,0.18201333,0.20209779
2235,0.16064766,0.19742453,0.21251996
2250,0.15435407,0.1855012,0.20215392
2265,0.16479462,0.19629514,0.21602215
2280,0.15866552,0.19436544,0.21226588
2295,0.16546473,0.19789582,0.21512125
2310,0.15395376,0.18803252,0.20036538
2325,0.15571542,0.18810117,0.20584098
2340,0.16157217,0.19444361,0.20893861
2355,0.1578833,0.19318853,0.21422502
2370,0.16022523,0.19712242,0.22318895
2385,0.15563215,0.19115864,0.206691
2400,0.1656049,0.20383872,0.2225656
2415,0.17327605,0.2098061,0.22176948
2430,0.16619463,0.20499516,0.22076233
2445,0.16395898,0.20234565,0.22467716
2460,0.15581943,0.19805254,0.21210983
2475,0.1571562,0.20208296,0.22061251
2490,0.16788653,0.21075222,0.22518553
2505,0.13840628,0.18124728,0.19901088
2520,0.15200488,0.1952179,0.21670422
2535,0.14549173,0.1928916,0.21367154
2550,0.16373529,0.20312786,0.22411864
2565,0.15710597,0.20349151,0.22419238
2580,0.14836466,0.19351548,0.21194412
2595,0.1632048,0.2034776,0.22492723
2610,0.14524664,0.18949872,0.20829126
2625,0.15807499,0.20687972,0.22739695
2640,0.14636962,0.19131969,0.2147651
2655,0.14692874,0.19633725,0.21637031
2670,0.15399794,0.19950028,0.22532603
2685,0.14128003,0.18923259,0.21252398
2700,0.13811365,0.1868496,0.20351857
2715,0.14745325,0.19916743,0.21753462
2730,0.15070236,0.19653796,0.21874148
2745,0.1564804,0.20729573,0.22891799
2760,0.14498797,0.19072868,0.20629254
2775,0.15125743,0.19668724,0.21803713
2790,0.15159637,0.19837081,0.21841186
2805,0.14778389,0.19401029,0.21237257
2820,0.15954816,0.20600948,0.22473924
2835,0.14587985,0.19881648,0.21923068
2850,0.149345,0.19384101,0.21235059
2865,0.1615269,0.21246196,0.23666301
2880,0.13350494,0.18184021,0.202349
2895,0.1557004,0.19814838,0.21840045
2910,0.16348366,0.21090342,0.23080708
2925,0.17254715,0.21192013,0.23185699
2940,0.16645153,0.21096738,0.22709031
2955,0.15055424,0.18743253,0.21040037
2970,0.15240052,0.19642814,0.2174956
2985,0.15504186,0.20130685,0.22316049
3000,0.15186197,0.19337027,0.21903726
3015,0.1499375,0.19748196,0.2171925
3030,0.14844723,0.19146596,0.21391107
3045,0.1636953,0.2084783,0.23130819
3060,0.13719718,0.18397711,0.20559518
3075,0.15135,0.19197333,0.2115283
3090,0.16305213,0.21062566,0.23117387
3105,0.15083449,0.19292258,0.21212201
3120,0.15618964,0.20309299,0.22692427
3135,0.15889943,0.20543283,0.22733448
3150,0.14501724,0.18803115,0.20759092
3165,0.13710749,0.1837502,0.20619719
3180,0.14278965,0.18929546,0.20684193
3195,0.16112562,0.2110151,0.2313411
3210,0.15366194,0.20384857,0.22131376
3225,0.1586626,0.20735517,0.23099454
3240,0.13979773,0.18929064,0.21086605
3255,0.12688,0.17509224,0.18969448
3270,0.15290682,0.20275187,0.22487788
3285,0.14238985,0.19557695,0.215515
3300,0.15055658,0.19842619,0.21522963
3315,0.15909621,0.21146251,0.23252355
3330,0.14001067,0.19316906,0.21858972
3345,0.15818639,0.20479608,0.2293692
3360,0.15935105,0.20338398,0.22790432
3375,0.13978267,0.18403356,0.2097675
3390,0.16553326,0.21774302,0.2395981
3405,0.16189772,0.20701832,0.23525071
3420,0.14565435,0.19241747,0.21643738
3435,0.1618039,0.21129768,0.23825885
3450,0.15240626,0.1993049,0.22568618
3465,0.17128131,0.22154917,0.24952117
3480,0.15812959,0.20591213,0.23432866
3495,0.14500815,0.19221395,0.21694466
3510,0.14233103,0.19365405,0.219894
3525,0.15379798,0.20450167,0.23302463
3540,0.14903559,0.19438726,0.22843598
3555,0.13791189,0.19172423,0.22453061
3570,0.15316895,0.20005797,0.22559737
3585,0.15298018,0.20245755,0.2334893
3600,0.16027015,0.21227597,0.24138089
3615,0.1547243,0.20232004,0.24061748
3630,0.14106904,0.19096501,0.22144775
3645,0.13330424,0.18155438,0.21459348
3660,0.15124375,0.20432684,0.23404133
3675,0.14486068,0.19239861,0.22866543
3690,0.15561022,0.21163693,0.24340473
3705,0.14353202,0.19507086,0.22600903
3720,0.13409704,0.18176351,0.20899586
3735,0.1555635,0.21169056,0.2455235
3750,0.15826786,0.21219398,0.24054436
3765,0.15722163,0.21306813,0.24603447
3780,0.1460994,0.18926352,0.2198312
3795,0.14631997,0.20038947,0.23074496
3810,0.14988247,0.20446861,0.23731567
3825,0.13721421,0.19388664,0.22238095
3840,0.14708422,0.1995407,0.23008749
3855,0.1457482,0.20720282,0.24335276
3870,0.14994636,0.21237795,0.24184246
3885,0.13261017,0.18872757,0.22032897
3900,0.14056635,0.19606075,0.22866978
3915,0.13351713,0.19049539,0.21936657
3930,0.1439416,0.20062669,0.234256
3945,0.13172686,0.18898489,0.21958515
3960,0.1617867,0.22136074,0.2547836
3975,0.13736987,0.1957215,0.22477354
3990,0.14492741,0.20444475,0.23577194
4005,0.14650466,0.20078486,0.2322197
4020,0.14305064,0.19674914,0.22720942
4035,0.14790525,0.20609358,0.23732544
4050,0.14492433,0.19949438,0.2232754
4065,0.15732817,0.21534953,0.24535894
4080,0.1534083,0.20470978,0.23423359
4095,0.15478176,0.20515859,0.2438839
4110,0.13026375,0.17852584,0.20684975
4125,0.14592017,0.20071776,0.23150142
4140,0.13952538,0.19659619,0.22951776
4155,0.14874631,0.20915474,0.23308076
4170,0.1416323,0.18829419,0.22389778
4185,0.13979323,0.1944104,0.21996309
4200,0.1365517,0.19528018,0.220965
4215,0.15525092,0.20743313,0.2411402
4230,0.14266169,0.19634084,0.22732173
4245,0.14175062,0.19543552,0.22982307
4260,0.1492976,0.20768455,0.24073872
4275,0.1517557,0.21157637,0.24014972
4290,0.15087688,0.2038264,0.23696348
4305,0.1512204,0.20635432,0.23477697
4320,0.15362304,0.20781644,0.24169983
4335,0.13755383,0.1876585,0.21885169
4350,0.15224299,0.20367484,0.2339795
4365,0.13660368,0.19083546,0.22775497
4380,0.16210234,0.21195886,0.24916747
4395,0.1389525,0.19096203,0.2239097
4410,0.15549925,0.20482564,0.24309982
4425,0.16627976,0.22037578,0.25261393
4440,0.15647638,0.20481041,0.24253747
4455,0.12693262,0.17320383,0.20437273
4470,0.15402225,0.20641905,0.24406792
4485,0.15948726,0.21657322,0.2520789
4500,0.13965362,0.18871811,0.22476761
4515,0.14872743,0.20159158,0.24134773
4530,0.14686178,0.20084493,0.24327508
4545,0.12203926,0.17575757,0.20722209
4560,0.14509,0.19946434,0.23495488
4575,0.14508976,0.19981587,0.23391865
4590,0.13827416,0.19101001,0.22590998
4605,0.15388022,0.21058811,0.24830921
4620,0.13885906,0.19397072,0.23315202
4635,0.14336838,0.19826534,0.2319412
4650,0.13929863,0.19079457,0.22475848
4665,0.14012265,0.19183405,0.22186755
4680,0.13870066,0.19036593,0.22441518
4695,0.14415275,0.1993009,0.23331583
4710,0.15433806,0.20491867,0.24456753
4725,0.13947193,0.19709735,0.22872755
4740,0.14076927,0.1923655,0.23250458
4755,0.128587,0.18818922,0.2242056
4770,0.1448,0.19887379,0.23480801
4785,0.15611684,0.21066782,0.2498821
4800,0.14276557,0.20007078,0.23593083
4815,0.1378026,0.19415677,0.23539226
4830,0.13949303,0.19685571,0.22894816
4845,0.1461624,0.20057756,0.24252951
4860,0.15085803,0.20900881,0.24464236
4875,0.15079121,0.20109531,0.24046518
4890,0.1305285,0.18655036,0.22493033
4905,0.13923216,0.19538064,0.23760024
4920,0.1353722,0.19071844,0.22704871
4935,0.13900204,0.19377927,0.23314342
4950,0.15181033,0.21037427,0.24163969
4965,0.15739347,0.21097152,0.24761681
4980,0.13182116,0.17780058,0.21811804
4995,0.15328266,0.20882668,0.2420574
5010,0.15565524,0.20641467,0.24312423
5025,0.14337689,0.19728404,0.2385058
5040,0.13269675,0.18656935,0.22274308
5055,0.1479294,0.20829916,0.24326368
5070,0.14187157,0.20332612,0.2403007
5085,0.14554593,0.19934502,0.2464333
5100,0.13754947,0.19387946,0.23455288
5115,0.14171404,0.19609523,0.23993051
5130,0.13025945,0.19094521,0.2326196
5145,0.1375619,0.19377139,0.23287912
5160,0.13612337,0.19373347,0.23612498
5175,0.13104302,0.18106185,0.223136
5190,0.13614498,0.1959427,0.23218182
5205,0.1343327,0.18851537,0.23063372
5220,0.14732139,0.20174423,0.24225864
5235,0.14469643,0.1963286,0.23814167
5250,0.1536316,0.20778722,0.2420059
5265,0.16221723,0.21647915,0.2588804
5280,0.13584417,0.18901841,0.22793426
5295,0.12572409,0.17687972,0.21954599
5310,0.16142906,0.21870594,0.25779605
5325,0.12701502,0.18081252,0.2202547
5340,0.13375358,0.18885851,0.2298423
5355,0.14457,0.1976541,0.23454536
5370,0.1584045,0.2152833,0.25202078
5385,0.13831222,0.1930557,0.22826838
5400,0.13356599,0.1892577,0.23162842
5415,0.12154831,0.17865582,0.21714753
5430,0.1540257,0.20943548,0.25320554
5445,0.14402018,0.19758274,0.23545197
5460,0.13748913,0.19452067,0.23260215
5475,0.14040057,0.1940012,0.23260741
5490,0.13102685,0.18552609,0.223059
5505,0.1382632,0.19615026,0.23293819
5520,0.1362239,0.19567168,0.23374374
5535,0.13072301,0.18419556,0.22674815
5550,0.15374735,0.21296239,0.249957
5565,0.15138805,0.20501384,0.24707991
5580,0.15193549,0.20664404,0.24524474
5595,0.1516205,0.20393962,0.24689431
5610,0.15055263,0.20135963,0.23941201
5625,0.14938104,0.2031637,0.24553043
5640,0.15235409,0.20773405,0.25162658
5655,0.13755338,0.19030645,0.23812197
5670,0.13984646,0.19444956,0.24384329
5685,0.13666244,0.1943511,0.23565319
5700,0.13919248,0.19777785,0.24219638
5715,0.1292449,0.18233132,0.228264
5730,0.12740165,0.18596977,0.22966516
