training_steps,agent_0,agent_1,agent_2
3900,0.19823869,0.21894942,0.2279732
3915,0.20775928,0.2379078,0.24398811
3930,0.19528203,0.22038412,0.22949515
3945,0.20809262,0.23789363,0.24366897
3960,0.20988803,0.23635837,0.24340881
3975,0.19027673,0.21563832,0.2274809
3990,0.21589744,0.24576496,0.2526234
4005,0.20517929,0.2302374,0.24095324
4020,0.18973361,0.21379758,0.21743658
4035,0.2128157,0.24221545,0.24622871
4050,0.18835887,0.21148035,0.22107328
4065,0.19039126,0.21499078,0.22378467
4080,0.19819096,0.22066139,0.22630896
4095,0.20354679,0.2275573,0.23556264
4110,0.20553587,0.23406439,0.23712389
4125,0.20293516,0.22897252,0.23475906
4140,0.18912189,0.21384381,0.22203434
4155,0.19177034,0.2175734,0.22338942
4170,0.21042767,0.23379521,0.24543229
4185,0.19867834,0.22630496,0.22952591
4200,0.20915665,0.2384412,0.24205735
4215,0.20848529,0.23474412,0.24642576
4230,0.19355877,0.21620914,0.22362806
4245,0.21669945,0.2459278,0.25165856
4260,0.2255443,0.25504553,0.2601509
4275,0.2043247,0.22884274,0.2334993
4290,0.19960397,0.22413567,0.23076956
4305,0.21630837,0.24836928,0.24960814
4320,0.18899313,0.21450616,0.21746847
4335,0.21463776,0.24595842,0.25368962
4350,0.20199275,0.22824882,0.23642519
4365,0.20382465,0.23220201,0.24105181
4380,0.20792538,0.23784137,0.24388847
4395,0.18574087,0.2099068,0.21795468
4410,0.21029662,0.24252236,0.24807392
4425,0.2095446,0.23552892,0.2445817
4440,0.20704041,0.239291,0.24332382
4455,0.20159839,0.2293801,0.23568822
4470,0.21173501,0.24156718,0.2468569
4485,0.20736368,0.2361547,0.24613684
4500,0.19915262,0.2306396,0.2368745
4515,0.19952227,0.22262193,0.232365
4530,0.20392916,0.23436545,0.23766197
4545,0.19072187,0.21806899,0.2246051
4560,0.18767786,0.21543346,0.21818785
4575,0.19391845,0.22262716,0.22861572
4590,0.21109605,0.24029996,0.24913
4605,0.21062598,0.23627207,0.24275714
4620,0.1953529,0.22148933,0.22831908
4635,0.19932,0.2292135,0.23813324
4650,0.18479407,0.20987242,0.21519874
4665,0.20762761,0.24354249,0.25008976
4680,0.21565652,0.24560153,0.25302774
4695,0.20057407,0.22771817,0.2383745
4710,0.20676158,0.23756616,0.24532746
4725,0.19522753,0.22019245,0.22974133
4740,0.19341762,0.22230369,0.22943999
4755,0.19762106,0.22622,0.23066814
4770,0.189182,0.21747835,0.22607274
4785,0.21412764,0.24292429,0.2572339
4800,0.20146467,0.23192409,0.24298117
4815,0.19382864,0.22574478,0.2349358
4830,0.19267917,0.21995719,0.22937286
4845,0.18722753,0.21846616,0.22770225
4860,0.1897722,0.22049353,0.23208596
4875,0.19990082,0.23087206,0.24559699
4890,0.20551433,0.23603971,0.24551794
4905,0.21249765,0.24851587,0.25327227
4920,0.1909949,0.2164722,0.22487937
4935,0.19535272,0.22320136,0.23527019
4950,0.20293586,0.23256461,0.24086942
4965,0.20633385,0.23602487,0.24729651
4980,0.20295434,0.2340733,0.2400508
4995,0.17887427,0.20281193,0.2071944
5010,0.19003797,0.21651171,0.2268463
5025,0.21495622,0.24461354,0.25471604
5040,0.19967306,0.2298855,0.23710819
5055,0.21736309,0.24331935,0.25360337
5070,0.1838343,0.21066752,0.21536341
5085,0.21310836,0.24671884,0.25445858
5100,0.19028178,0.2155574,0.22755678
5115,0.20715308,0.2371469,0.24535526
5130,0.19449067,0.22335139,0.22731926
5145,0.20194094,0.22958268,0.2351431
5160,0.16929473,0.19181256,0.19309865
5175,0.2020412,0.23464452,0.24039274
5190,0.19845569,0.22922122,0.23647049
5205,0.19269572,0.2219029,0.23056267
5220,0.2162339,0.24488303,0.25316888
5235,0.19225748,0.21562813,0.22479227
5250,0.1876829,0.21942031,0.22629273
5265,0.20717011,0.23696676,0.24551831
5280,0.206118,0.23593013,0.24760707
5295,0.19027372,0.21788672,0.2252355
5310,0.19119066,0.21998234,0.23043668
5325,0.20766337,0.24068831,0.25217432
5340,0.20807497,0.23534527,0.24407983
5355,0.18822801,0.21710117,0.22734872
5370,0.18950607,0.21655099,0.22733887
5385,0.20563844,0.23659725,0.24741955
5400,0.19352154,0.22066525,0.23097453
5415,0.1932769,0.22068438,0.22804795
5430,0.18902645,0.2178509,0.22194695
5445,0.18616895,0.21839266,0.2281163
5460,0.20741092,0.23595366,0.24629064
5475,0.19513404,0.22800276,0.2313724
5490,0.19799334,0.22965446,0.23901893
5505,0.18384711,0.21022749,0.21920669
5520,0.21264853,0.24562195,0.2560153
5535,0.18191023,0.20848046,0.21881169
5550,0.20362616,0.23906633,0.24696273
5565,0.19429764,0.22524822,0.23496333
5580,0.188749,0.22380252,0.22905815
5595,0.18989332,0.22094107,0.23432691
5610,0.21219003,0.24500147,0.2570943
5625,0.19556239,0.22465144,0.23429538
5640,0.19287372,0.22821675,0.23341873
5655,0.20506848,0.23842022,0.24616648
5670,0.19631688,0.22948034,0.24086949
5685,0.21066552,0.2463449,0.25727534
5700,0.20033084,0.23491086,0.24071488
5715,0.21196938,0.24585782,0.25645864
5730,0.18843284,0.22271259,0.23401587
5745,0.20289095,0.2395616,0.24720266
5760,0.18947062,0.22210346,0.22935064
5775,0.19201744,0.22661567,0.2358761
5790,0.18799783,0.22450583,0.23265766
5805,0.2094683,0.24797931,0.25683814
5820,0.20924819,0.24724999,0.25778762
5835,0.20284581,0.23793676,0.24887264
5850,0.18281086,0.21782637,0.22436282
5865,0.18574385,0.21916364,0.22782564
5880,0.19159995,0.22561283,0.23729642
5895,0.19746597,0.23594414,0.24295978
5910,0.19945228,0.2335546,0.24371727
5925,0.19603896,0.22881986,0.24180792
5940,0.20128661,0.24108337,0.24728522
5955,0.20310883,0.23585474,0.24927035
5970,0.20138556,0.24153987,0.2467298
5985,0.19973905,0.2355695,0.24141563
6000,0.20203926,0.23718558,0.2504304
6015,0.19521087,0.23099384,0.23829697
6030,0.21068433,0.24661873,0.2569827
