training_steps,agent_0,agent_1,agent_2
0,0.010029573,0.008883809,0.0055729155
15,0.008004238,0.009189082,0.008834078
30,0.010159767,0.011862268,0.011539609
45,0.024402441,0.028299555,0.0269748
60,0.01917205,0.021604326,0.019813718
75,0.029751739,0.032960214,0.03141424
90,0.04099751,0.04454413,0.04314646
105,0.046800043,0.048684448,0.047583528
120,0.062234055,0.06372303,0.06246251
135,0.061362535,0.063054696,0.06185969
150,0.028478337,0.028771203,0.028423978
165,0.028321346,0.028644752,0.027993955
180,0.084842905,0.08432718,0.0837277
195,0.09570349,0.095804945,0.09555129
210,0.0669004,0.066859186,0.06557911
225,0.07844392,0.08030831,0.07851948
240,0.11150176,0.11163628,0.11171739
255,0.088589005,0.09178742,0.09111626
270,0.11684196,0.11752831,0.11744748
285,0.09488623,0.09737215,0.095744275
300,0.09679147,0.09848379,0.09771646
315,0.108249016,0.11012653,0.10930712
330,0.1237861,0.12234715,0.122474104
345,0.1353759,0.13706991,0.13642621
360,0.13618468,0.13775826,0.13787219
375,0.11610399,0.11627888,0.11698931
390,0.13224883,0.13822946,0.13552079
405,0.14541866,0.14781083,0.15292077
420,0.05788082,0.15651771,0.23749062
435,0.17230086,0.09204692,0.1276043
450,0.09252257,0.11510279,0.08087258
465,0.11452459,0.11625579,0.1326003
480,0.14663681,0.15456139,0.15563934
495,0.13571848,0.15079738,0.1457586
510,0.12509277,0.12724517,0.13228655
525,0.15781029,0.14212632,0.1373922
540,0.14296097,0.14388338,0.13398907
555,0.1361271,0.2526703,0.008960129
570,0.124309756,0.1263476,0.12422857
585,0.12829612,0.1288067,0.12600227
600,0.11015884,0.13622159,0.13863415
615,-0.17527899,0.44113606,0.15476836
630,0.11647608,0.125513,0.13163002
645,0.14722118,0.15293986,0.1585719
660,0.13801919,0.13562495,0.13115044
675,0.13041836,0.14504045,0.13787529
690,0.13503253,0.13547796,0.13085943
705,0.14037745,0.17043515,0.14915437
720,0.12197726,0.13623963,0.15119538
735,0.47373834,-0.12973286,0.16051981
750,0.15466392,0.14371225,0.15727456
765,0.16315019,0.14683823,0.15319653
780,0.14522165,0.14519669,0.15090594
795,0.15022244,0.14705071,0.14850314
810,0.15121503,0.14817363,0.14675584
825,0.14980772,0.15253504,0.1521977
840,0.15313369,0.15538277,0.1546685
855,0.15611479,0.1555305,0.15450776
870,0.14713556,0.14929448,0.15076397
885,0.13868497,0.13796234,0.13850956
900,0.15719314,0.15517533,0.15664394
915,0.14219493,0.143344,0.14580221
930,0.15776742,0.15746422,0.16051957
945,0.18213595,0.18129125,0.18623038
960,0.154521,0.15018503,0.15198864
975,0.16781738,0.16431955,0.16496986
990,0.14933608,0.14917487,0.1529534
1005,0.14123842,0.13833573,0.14171398
1020,0.1924428,0.1914795,0.1925047
1035,0.17031649,0.1660474,0.16910455
1050,0.16973533,0.16183314,0.16500688
1065,0.1827578,0.17809875,0.18079174
1080,0.17589344,0.16806944,0.17349185
1095,0.1601062,0.15289299,0.1570627
1110,0.17011227,0.16480224,0.16868731
1125,0.17159015,0.16636422,0.16872926
1140,0.1562859,0.14825676,0.15066062
1155,0.18708967,0.18624204,0.18705648
1170,0.16427584,0.1592317,0.16174434
1185,0.17021675,0.16753452,0.16931902
1200,0.18070014,0.17728412,0.17740396
1215,0.17807955,0.16951692,0.17460677
1230,0.15977438,0.15436786,0.15634868
1245,0.15317172,0.1504039,0.15298837
1260,0.18482238,0.18641196,0.18886286
1275,0.1569775,0.14964387,0.15079136
1290,0.16163293,0.15864371,0.16182679
1305,0.17190753,0.16920681,0.16998819
1320,0.1682521,0.16462293,0.16683964
1335,0.17428774,0.17259751,0.17355223
1350,0.20030545,0.19662479,0.20185348
1365,0.18733352,0.17875263,0.19042069
1380,0.18321495,0.17608505,0.18088272
1395,0.18574528,0.18513153,0.18927565
1410,0.1801049,0.1754753,0.17794833
1425,0.18477751,0.17899705,0.18411364
1440,0.20463729,0.20063077,0.20284489
1455,0.183331,0.17644109,0.18480372
1470,0.19348988,0.18951638,0.19222213
1485,0.1915468,0.18789862,0.18904775
1500,0.18806338,0.18148786,0.19186436
1515,0.18148535,0.17652719,0.1815994
1530,0.18740399,0.18261538,0.18709508
1545,0.19710153,0.19347158,0.19344908
1560,0.2094274,0.20759311,0.2120769
1575,0.19585854,0.18777233,0.19485095
1590,0.21862069,0.2127072,0.2195342
1605,0.17013294,0.16755375,0.1703226
1620,0.20984772,0.20911619,0.20883298
1635,0.18618466,0.18343274,0.18821515
1650,0.17946677,0.17614667,0.17896456
1665,0.1791399,0.17233594,0.17692524
1680,0.1698038,0.16648923,0.17144006
1695,0.16568792,0.1627244,0.16656117
1710,0.19414419,0.19136505,0.1975111
1725,0.20366561,0.19996549,0.20623413
1740,0.1933721,0.1891705,0.19003807
1755,0.20745397,0.20302017,0.21269548
1770,0.20016292,0.19525032,0.19998005
1785,0.19839829,0.19545795,0.1984954
1800,0.20388372,0.19905473,0.20446591
1815,0.20583689,0.2063025,0.21560042
1830,0.21749789,0.21141131,0.22189386
1845,0.19118942,0.18663858,0.19237752
1860,0.19989543,0.19886692,0.20334959
1875,0.19695099,0.19211869,0.20077056
1890,0.1885319,0.18473572,0.19094478
1905,0.20595074,0.20640184,0.2147023
1920,0.20319283,0.20160063,0.21010388
1935,0.19657145,0.19042282,0.19834599
1950,0.20198321,0.1999009,0.20593739
1965,0.17185146,0.16499603,0.17458647
1980,0.18522248,0.18387257,0.18940033
1995,0.188609,0.18871783,0.19321008
2010,0.18539853,0.18512313,0.18957555
2025,0.17619811,0.1727067,0.176283
2040,0.19050923,0.18495473,0.19545959
2055,0.20782688,0.2047945,0.213349
2070,0.1748612,0.16855814,0.17579092
2085,0.19124779,0.18694586,0.19372417
2100,0.20665719,0.20723894,0.21418613
2115,0.20907591,0.20244437,0.21559168
2130,0.19917357,0.19423664,0.203364
2145,0.19308034,0.18760534,0.1922264
2160,0.20624799,0.20536658,0.20869035
2175,0.19119354,0.18598595,0.19302598
2190,0.18915921,0.18343632,0.18689416
2205,0.19481069,0.18940012,0.19676575
2220,0.18755539,0.1823083,0.1902888
2235,0.19178458,0.18476516,0.19465001
2250,0.19931085,0.19968428,0.20140448
2265,0.19606012,0.19554158,0.20550393
2280,0.1938845,0.19030932,0.19805323
2295,0.20442213,0.2025366,0.21039295
2310,0.19400431,0.1914905,0.20017686
2325,0.20146681,0.19855563,0.20785429
2340,0.19240952,0.18812852,0.20176429
2355,0.19364923,0.18998703,0.20070975
2370,0.21449128,0.21632306,0.2230099
2385,0.19026607,0.18619809,0.19611652
2400,0.19552423,0.1956984,0.20522016
2415,0.19823825,0.19932567,0.20964997
2430,0.20490721,0.2037962,0.21259579
2445,0.1959523,0.19668701,0.20413493
2460,0.1933473,0.19108403,0.19991471
2475,0.2131067,0.21156414,0.22335705
2490,0.1984509,0.196222,0.20176989
2505,0.20043074,0.20220272,0.2109511
2520,0.2036146,0.20474091,0.21327506
2535,0.20580235,0.20665488,0.21631
2550,0.20732997,0.2086185,0.21744744
2565,0.20112365,0.19961233,0.21021113
2580,0.19632642,0.19679259,0.21207514
2595,0.1891089,0.196099,0.2004638
2610,0.1931492,0.19747391,0.20714535
2625,0.19325387,0.1983849,0.2044726
2640,0.19110522,0.19006371,0.20113336
2655,0.1902465,0.19159056,0.2008519
2670,0.20355016,0.20820296,0.2174136
2685,0.2061843,0.21121809,0.22460684
2700,0.19855577,0.20011786,0.21191928
2715,0.1910063,0.19776823,0.20799969
2730,0.20630628,0.21263598,0.22272447
2745,0.19416998,0.1982747,0.20499237
2760,0.19007295,0.19341335,0.20085973
2775,0.19175279,0.19780865,0.2075442
2790,0.17654845,0.17796734,0.18807845
2805,0.19237347,0.1949897,0.2076987
2820,0.19552864,0.19986099,0.2087771
2835,0.18876229,0.19310589,0.20314068
2850,0.20526755,0.21154217,0.22417209
2865,0.20265062,0.20985398,0.22022852
2880,0.19050284,0.19198799,0.20251805
2895,0.19133566,0.19514942,0.20929486
2910,0.19735813,0.20125276,0.21737091
2925,0.17672817,0.18460084,0.19132513
2940,0.18234909,0.1897095,0.19947262
2955,0.21017373,0.21991487,0.23657812
2970,0.19424614,0.20318788,0.21243124
2985,0.1982488,0.20643796,0.21528673
3000,0.17775239,0.18656951,0.19715625
3015,0.19684629,0.20608181,0.21837108
3030,0.18739174,0.19626494,0.20102076
3045,0.21588257,0.22659807,0.23388927
3060,0.19205852,0.20320806,0.21426724
3075,0.19054252,0.19895937,0.20760375
3090,0.1898377,0.19887902,0.20838894
3105,0.18078306,0.18831256,0.1953843
3120,0.19629581,0.20399986,0.22067209
3135,0.1948428,0.2032189,0.21047787
3150,0.19228673,0.19845198,0.20702976
3165,0.18319836,0.19026242,0.19978273
3180,0.18706922,0.19440125,0.20420125
3195,0.18654841,0.19319068,0.20328125
3210,0.18435062,0.19015424,0.19503778
3225,0.19078745,0.19796598,0.20768936
3240,0.19549853,0.20107786,0.21295743
3255,0.18561685,0.18779373,0.19436449
3270,0.18705313,0.18804409,0.2023857
3285,0.18423335,0.1915294,0.19814357
3300,0.18909541,0.19192378,0.20365824
3315,0.18825571,0.19571128,0.20587675
3330,0.19189443,0.19618194,0.20902926
3345,0.1921869,0.19739269,0.20818886
3360,0.1848824,0.18641454,0.20161514
3375,0.1945699,0.20218329,0.21178639
3390,0.21206316,0.22152019,0.2330834
3405,0.18788496,0.19097865,0.20235792
3420,0.1936423,0.19990337,0.20856625
3435,0.18804653,0.19721155,0.20814669
3450,0.19750027,0.20559923,0.21819967
3465,0.20802042,0.2183203,0.2281685
3480,0.19442427,0.2028857,0.21156101
