training_steps,agent_0,agent_1,agent_2
1590,0.19094914,0.20754664,0.20022886
1605,0.2292959,0.124840714,0.19654842
1620,0.14745815,0.16060095,0.22008023
1635,0.18067431,0.18397713,0.19415821
1650,0.17482725,0.18450432,0.19055434
1665,0.16619222,0.17262545,0.1783056
1680,0.2031685,0.21190087,0.22073604
1695,0.18560934,0.19156101,0.19851466
1710,0.16731934,0.19291392,0.19467938
1725,0.17882994,0.18652405,0.19203664
1740,0.1957784,0.20229095,0.20643985
1755,0.20175993,0.21697268,0.2260204
1770,0.19097681,0.19683318,0.20878898
1785,0.16663632,0.17144555,0.17755744
1800,0.18596525,0.19657883,0.20706786
1815,0.19177955,0.20005049,0.21130928
1830,0.1859005,0.19093442,0.19987749
1845,0.17011414,0.1763922,0.18443373
1860,0.18057343,0.18769623,0.1959427
1875,0.18304652,0.1857017,0.19620617
1890,0.17766553,0.18266085,0.19275586
1905,0.17757583,0.18238324,0.1935227
1920,0.20157263,0.20891014,0.21914688
1935,0.18731302,0.18925312,0.20008919
1950,0.16009271,0.1617506,0.17340639
1965,0.19344993,0.19835232,0.20996724
1980,0.18554963,0.19066723,0.20226493
1995,0.18500823,0.18689151,0.19747913
2010,0.19889359,0.20051111,0.21301858
2025,0.17733663,0.17725094,0.19541249
2040,0.19125515,0.1971551,0.2133592
2055,0.18735184,0.19311988,0.20502666
2070,0.18245457,0.1846419,0.197173
2085,0.18521823,0.18987489,0.20367406
2100,0.19062014,0.19451797,0.20652857
2115,0.17334631,0.17855184,0.19079593
2130,0.19560288,0.19324677,0.20745412
2145,0.18806997,0.1955918,0.20800497
2160,0.1888815,0.19279908,0.20452636
2175,0.1733232,0.17840561,0.18993789
2190,0.18218008,0.18689308,0.19588125
2205,0.18408477,0.18767457,0.2022133
2220,0.19033676,0.19473861,0.20824659
2235,0.18272115,0.18629067,0.20066229
2250,0.19467509,0.20111144,0.21092832
2265,0.18728855,0.19086333,0.20169976
2280,0.2000802,0.20750318,0.22226827
2295,0.18737362,0.18807594,0.20200482
2310,0.18442555,0.18995179,0.20267753
2325,0.17488275,0.17683256,0.18997104
2340,0.19698675,0.20184903,0.21783094
2355,0.18135156,0.18570201,0.19790082
2370,0.19317828,0.20116001,0.21625453
2385,0.20700596,0.2138368,0.22818895
2400,0.19415575,0.19956227,0.21693388
2415,0.18508565,0.19240361,0.2083634
2430,0.20238811,0.20979787,0.2257451
2445,0.18763009,0.19212712,0.20715824
2460,0.18500057,0.18906325,0.2047645
2475,0.18435924,0.19269937,0.20879401
2490,0.19719446,0.2054943,0.21784699
2505,0.18513805,0.19307977,0.21133703
2520,0.19687854,0.2051379,0.22227503
2535,0.18460058,0.19178575,0.20946632
2550,0.18704835,0.19469596,0.21129228
2565,0.1943293,0.2009739,0.2206786
2580,0.20071414,0.20683748,0.22161514
2595,0.23745465,0.24245346,0.26001558
2610,0.19254579,0.19552264,0.21609831
2625,0.1891464,0.19494322,0.21469408
2640,0.18755816,0.19285555,0.20919822
2655,0.18590826,0.19661145,0.21661827
2670,0.19805917,0.20597489,0.22096597
2685,0.20920444,0.21419288,0.23841783
2700,0.19280806,0.20054592,0.21184017
2715,0.22027996,0.22244589,0.24087386
2730,0.199276,0.20245242,0.21948005
2745,0.21581024,0.21902078,0.24037696
2760,0.21240056,0.21275483,0.23218866
2775,0.22124536,0.22270322,0.2439184
2790,0.22449024,0.22783738,0.24439266
2805,0.20540735,0.20889741,0.22468914
2820,0.23190537,0.23663047,0.25869662
2835,0.19925386,0.20237069,0.21548656
2850,0.21717915,0.21778296,0.23914509
2865,0.21349806,0.21439819,0.23355196
2880,0.22131746,0.22206423,0.24301758
2895,0.21682693,0.21865466,0.23825872
2910,0.21564645,0.22161709,0.23647673
2925,0.2016941,0.20289668,0.22423351
2940,0.21878178,0.2233068,0.24577838
2955,0.2186887,0.2262985,0.24287982
2970,0.21658921,0.21649759,0.24363738
2985,0.20165123,0.20761423,0.22613093
3000,0.23664117,0.24195081,0.26258302
3015,0.2013371,0.20632902,0.23026496
3030,0.22527878,0.23335849,0.2556485
3045,0.21048391,0.21592867,0.2380891
3060,0.20035116,0.20689073,0.23068915
3075,0.20968692,0.21615928,0.23865543
3090,0.22129875,0.2276763,0.25086012
3105,0.22517832,0.23144199,0.25570852
3120,0.21313469,0.21674505,0.24293865
3135,0.21510343,0.22305082,0.2500797
3150,0.22183082,0.23481299,0.2555582
3165,0.20352393,0.21143277,0.23661396
3180,0.18957055,0.19566903,0.21824224
3195,0.2266541,0.23657753,0.2610835
3210,0.217096,0.22413564,0.24663535
3225,0.21638423,0.22346397,0.24801882
3240,0.2370371,0.24546862,0.2726972
3255,0.21380447,0.21955194,0.2418516
3270,0.21743524,0.22455016,0.24588157
3285,0.21015333,0.21509686,0.23656493
3300,0.20753096,0.2157103,0.23907575
3315,0.22872636,0.23816943,0.26033664
3330,0.19377802,0.20508859,0.22648771
3345,0.20945646,0.21815498,0.24643463
3360,0.21509434,0.22334538,0.24979421
3375,0.20056564,0.20712173,0.22544625
3390,0.22569975,0.23891218,0.26174483
3405,0.21407239,0.22362222,0.25017244
3420,0.21440251,0.22185616,0.2500681
3435,0.21315518,0.2207651,0.25394672
3450,0.20851031,0.21440633,0.23853157
3465,0.19923468,0.20355324,0.22997877
3480,0.23411612,0.2405985,0.2664604
3495,0.20946933,0.21004637,0.24017483
3510,0.21649651,0.22566192,0.24607548
3525,0.2134571,0.21755575,0.24382825
3540,0.19754767,0.20354104,0.22842053
3555,0.21098499,0.21730195,0.23586047
3570,0.22074239,0.22777453,0.25090832
3585,0.22512662,0.23133628,0.25726116
3600,0.20517503,0.20952666,0.22919738
3615,0.22747763,0.2363011,0.26307318
3630,0.20503494,0.21579783,0.2402485
3645,0.19994076,0.20701143,0.23239598
3660,0.20607397,0.21505785,0.23805368
3675,0.21514928,0.22310673,0.24807078
3690,0.20779853,0.21652314,0.2374935
3705,0.22269562,0.23123828,0.2603519
3720,0.22260909,0.23041674,0.24823406
3735,0.21609911,0.22059517,0.23851372
3750,0.21800038,0.23210898,0.24972577
3765,0.20898226,0.21919303,0.24703275
3780,0.23097588,0.23779269,0.25594172
3795,0.21799254,0.22617884,0.2560443
3810,0.20745105,0.21356113,0.24043602
3825,0.21842846,0.22855383,0.2542776
3840,0.21580154,0.2242953,0.24777015
3855,0.21422493,0.22616996,0.24783902
3870,0.21037926,0.21875368,0.24794552
3885,0.2133553,0.22158757,0.23989819
3900,0.215383,0.22472484,0.24659723
3915,0.22040735,0.22847955,0.2516391
3930,0.21567643,0.22401921,0.24663113
3945,0.22467138,0.23315395,0.2555182
3960,0.22774592,0.23742764,0.26205885
3975,0.20841399,0.22087018,0.24555688
3990,0.22990368,0.2354478,0.26150045
4005,0.23918128,0.25042287,0.2796267
4020,0.22310159,0.23389137,0.2567311
4035,0.21594796,0.22468072,0.24760523
4050,0.21959284,0.23382385,0.26030737
4065,0.21470189,0.231216,0.25534198
4080,0.19944467,0.20974904,0.237027
4095,0.20967805,0.22451104,0.25331098
4110,0.22329976,0.23858014,0.26487204
4125,0.20821303,0.22048958,0.24837585
4140,0.23812601,0.24985795,0.2812469
4155,0.21081516,0.22657514,0.25084367
4170,0.21511994,0.22838901,0.2577509
4185,0.23296073,0.24832387,0.2739183
4200,0.21872513,0.23498215,0.26001677
4215,0.20340511,0.21426924,0.24340695
4230,0.21195427,0.22464801,0.25163165
4245,0.21153109,0.22517835,0.25115758
4260,0.23111692,0.24346134,0.26616254
4275,0.22005683,0.23224771,0.26198122
4290,0.21180259,0.22477314,0.25092435
4305,0.20217279,0.21772729,0.24001928
4320,0.21244292,0.22422248,0.2515685
4335,0.21162045,0.22767861,0.25035614
4350,0.19734842,0.20725426,0.23706408
4365,0.19915858,0.21504073,0.23772563
4380,0.21906982,0.2332549,0.26139936
4395,0.20875467,0.22469844,0.25441387
4410,0.20535697,0.21928407,0.24940501
4425,0.21289116,0.23560332,0.2657913
4440,0.19158006,0.20793636,0.22999282
4455,0.18853235,0.20466417,0.23665519
4470,0.21819894,0.24112155,0.26791188
4485,0.20788302,0.22202985,0.2575872
4500,0.20510715,0.22683378,0.25771433
4515,0.20323388,0.22477438,0.2464659
4530,0.20647666,0.2255656,0.25619167
4545,0.2066308,0.22433428,0.25690192
4560,0.19938533,0.21905704,0.24605937
4575,0.22324121,0.24220367,0.2757301
4590,0.17822699,0.19891833,0.22447257
4605,0.19624978,0.2179501,0.25030178
4620,0.21692574,0.23183255,0.26552752
4635,0.20849153,0.22859454,0.26417375
4650,0.21264659,0.23597352,0.26566568
4665,0.22217135,0.24356337,0.2750061
4680,0.21560553,0.23812146,0.2731249
4695,0.20490646,0.22674689,0.25621364
4710,0.21234387,0.23434778,0.26759416
4725,0.19523294,0.22095916,0.24488917
4740,0.22092311,0.24658948,0.2876903
4755,0.21586882,0.2397704,0.2715932
4770,0.20849232,0.23074915,0.2609742
4785,0.21516445,0.23604894,0.27563852
4800,0.22911748,0.25566226,0.28445113
4815,0.2034102,0.2191637,0.25450456
4830,0.20856655,0.2273406,0.2653527
4845,0.21139207,0.23437247,0.26852125
4860,0.22778039,0.2514309,0.29001957
4875,0.19999757,0.2197324,0.2551111
4890,0.19232042,0.22092438,0.24783649
4905,0.22371823,0.24741837,0.28406632
4920,0.20147753,0.22467871,0.26097694
4935,0.2007224,0.22833659,0.2591749
4950,0.20605049,0.2248377,0.27000472
4965,0.18542348,0.21096675,0.24260363
4980,0.20923826,0.23565798,0.26882783
4995,0.19794855,0.2266176,0.26220006
5010,0.20249961,0.22419743,0.2615369
5025,0.21237707,0.23770949,0.2756238
5040,0.20261616,0.22473742,0.2605134
5055,0.20033742,0.22516584,0.260443
5070,0.1806487,0.20463471,0.24113372
5085,0.18544771,0.2093655,0.24753843
5100,0.19116281,0.21235058,0.2506534
5115,0.18583699,0.20407803,0.23788187
5130,0.19255416,0.21401928,0.2465088
5145,0.20514478,0.23039609,0.2646748
5160,0.19561172,0.22201516,0.25721425
5175,0.2047182,0.22903119,0.26608577
5190,0.20008305,0.22389053,0.26389343
5205,0.21268037,0.23516867,0.27900288
5220,0.22649474,0.25006714,0.292669
5235,0.19923478,0.22640446,0.260307
5250,0.19092378,0.21639606,0.2593469
5265,0.17789258,0.20666508,0.24044237
5280,0.19075564,0.22400706,0.26007837
5295,0.2110005,0.24327601,0.285252
5310,0.20150211,0.23230156,0.27795437
5325,0.20094615,0.22822995,0.27208376
5340,0.21214738,0.23652959,0.2774139
5355,0.20283404,0.22605138,0.27237442
5370,0.20217337,0.22916262,0.26992387
5385,0.2011011,0.22753131,0.2596015
5400,0.18529743,0.20896536,0.2436683
5415,0.20363931,0.22791672,0.26933688
5430,0.20351757,0.23122811,0.26651415
5445,0.20035276,0.22300836,0.26450586
5460,0.21022105,0.24151674,0.27511412
5475,0.19260195,0.21730739,0.25459236
5490,0.19691114,0.22590978,0.26388636
5505,0.19843954,0.224193,0.2652344
5520,0.20467599,0.22932026,0.2672636
5535,0.1971997,0.22261554,0.25502583
5550,0.20290938,0.22663213,0.27135146
5565,0.18815476,0.2128624,0.25090775
5580,0.2007752,0.223516,0.26394272
5595,0.21264465,0.23435235,0.2790939
5610,0.21131462,0.23372623,0.28105003
5625,0.20243362,0.22793186,0.27052748
5640,0.19594845,0.22131518,0.25794438
5655,0.19561896,0.21954815,0.25930706
5670,0.19371638,0.220578,0.2624298
5685,0.2112066,0.23416106,0.28148428
5700,0.19765978,0.22679327,0.26341397
5715,0.18556736,0.20879734,0.24690254
5730,0.18780099,0.21308948,0.2588001
5745,0.21172413,0.24090303,0.28811362
5760,0.19458733,0.2212062,0.26057637
5775,0.19397765,0.22353935,0.25956148
5790,0.19056852,0.21672685,0.25720632
5805,0.18949656,0.2199985,0.25465238
5820,0.19036508,0.21722372,0.25691292
5835,0.18354638,0.2108945,0.24791081
5850,0.19163379,0.21454173,0.24833366
5865,0.20371747,0.2253224,0.27222
5880,0.20067446,0.22660103,0.2609584
5895,0.1818399,0.20514934,0.24143547
5910,0.20419869,0.22808528,0.2675082
5925,0.20227465,0.22563465,0.2617459
5940,0.18489155,0.21039951,0.24187244
5955,0.19272102,0.2118469,0.24994126
5970,0.1725684,0.20191595,0.23559402
