training_steps,agent_0,agent_1,agent_2
0,0.0015540151,0.0072880103,0.015248679
15,0.008744269,0.009763316,0.0100883115
30,0.009933899,0.0111258775,0.011645709
45,0.020663304,0.021246681,0.022167172
60,0.016283516,0.016133253,0.016784154
75,0.018387796,0.019103516,0.019757558
90,0.018950984,0.020482367,0.02049817
105,0.051114198,0.055153284,0.057225708
120,0.018608036,0.023620969,0.0248943
135,0.054220937,0.0567523,0.057342384
150,0.030616554,0.03661317,0.031714365
165,0.05150889,0.070554465,0.062183216
180,0.08506098,0.08339603,0.07989184
195,0.04040014,0.040623598,0.039067596
210,0.104191005,0.10269517,0.09944355
225,0.0693691,0.068046734,0.06688641
240,0.09953473,0.09939261,0.09652723
255,0.11115552,0.10963217,0.1075799
270,0.10807751,0.10765208,0.104586355
285,0.12440604,0.1224367,0.120776534
300,0.11591052,0.11462323,0.11318774
315,0.120825745,0.11980562,0.11895771
330,0.13067989,0.1298053,0.12793729
345,0.11348552,0.11389005,0.1120651
360,0.13155696,0.13204612,0.13188583
375,0.12546416,0.12595494,0.1250723
390,0.122788645,0.124043874,0.12168513
405,0.13215616,0.13336524,0.13191602
420,0.13882822,0.13873503,0.13654414
435,0.14299795,0.14189968,0.14053324
450,0.12485224,0.12713753,0.12697001
465,0.14414541,0.14578773,0.14687125
480,0.12966233,0.1337764,0.13166732
495,0.15999086,0.16275635,0.16064323
510,0.16738082,0.16978589,0.16791503
525,0.150517,0.1536514,0.1513111
540,0.16036877,0.16303524,0.16195266
555,0.15511517,0.15384471,0.15673833
570,0.16529877,0.16506507,0.16892764
585,0.16479696,0.16700491,0.16852957
600,0.14934489,0.1508517,0.1549083
615,0.1624288,0.16366279,0.1668934
630,0.15621623,0.15558013,0.15997784
645,0.14851698,0.14720277,0.15092188
660,0.15418142,0.1538801,0.15940423
675,0.17017934,0.17129667,0.17465302
690,0.15368408,0.15138018,0.15646185
705,0.16496441,0.16485827,0.1678764
720,0.15641071,0.15558913,0.15808794
735,0.15763147,0.15884341,0.16347429
750,0.1772715,0.18192324,0.1831716
765,0.18551096,0.18738844,0.18748881
780,0.16345051,0.16805568,0.16987474
795,0.16838686,0.16877271,0.1718992
810,0.2009381,0.2044175,0.20275733
825,0.17169575,0.17389095,0.17650785
840,0.17517847,0.17741564,0.18005438
855,0.16367115,0.16528028,0.16574588
870,0.16599843,0.17030776,0.17236967
885,0.17497279,0.17106476,0.17901957
900,0.171982,0.17765707,0.1711298
915,0.17643909,0.178931,0.17860036
930,0.17887652,0.18384854,0.18256883
945,0.18494982,0.18661128,0.18323343
960,0.19418298,0.18624151,0.16525605
975,0.15169999,0.17168647,0.16053973
990,0.17408878,0.1554951,0.16727692
1005,0.3772242,0.18687052,-0.046168845
1020,0.15672484,0.16520084,0.1768934
1035,0.15671664,0.17159636,0.18795413
1050,0.15749888,0.17360002,0.19395827
1065,0.14565593,0.147493,0.15414348
1080,0.18204902,0.19233193,0.18743415
1095,0.16539693,0.17022133,0.17509763
1110,0.20066263,0.17240396,0.16858168
1125,0.14545576,0.20221731,0.21242973
1140,0.1701353,0.17415217,0.18145458
1155,0.16902095,0.17448363,0.1768722
1170,0.16179006,0.16541173,0.169659
1185,0.1936658,0.20396619,0.20756212
1200,0.17148194,0.17110588,0.17685542
1215,0.16791523,0.1727064,0.17290582
1230,0.18557577,0.18983947,0.19517693
1245,0.1965555,0.1973963,0.20258817
1260,0.17863381,0.17707302,0.18185031
1275,0.16532761,0.1678405,0.172397
1290,0.16198803,0.16394398,0.16804723
1305,0.18317872,0.18805355,0.19024588
1320,0.17544302,0.17584303,0.17832068
1335,0.18043686,0.18367542,0.18588777
1350,0.18772562,0.19327009,0.19871046
1365,0.1904024,0.19590591,0.19831388
1380,0.18240064,0.18153517,0.18954596
1395,0.18137768,0.18176763,0.19033653
1410,0.19747172,0.20198736,0.20824054
1425,0.1731801,0.17812607,0.18453865
1440,0.15474284,0.1548477,0.16157608
1455,0.18254319,0.18753724,0.19439948
1470,0.19194554,0.19570427,0.20122012
1485,0.17072658,0.17278726,0.17891218
1500,0.09264792,0.09607016,0.09758333
1515,0.08665473,0.089387484,0.09165187
1530,0.17067137,0.17221843,0.18064095
1545,0.17643125,0.17685993,0.18023734
1560,0.16851735,0.17395116,0.17968132
1575,0.18824722,0.1934678,0.2006425
1590,0.17938188,0.1863275,0.19107369
1605,0.1744912,0.17728604,0.18252459
1620,0.19539271,0.20328774,0.20914105
1635,0.1818374,0.18494402,0.19199015
1650,0.1809425,0.18624142,0.19434583
1665,0.18928498,0.19422507,0.19945508
1680,0.184652,0.19158407,0.19529511
1695,0.17358264,0.17818522,0.18518531
1710,0.16440101,0.17131482,0.17533144
1725,0.16641147,0.17752172,0.1792109
1740,0.18934837,0.19567946,0.20629646
1755,0.19759126,0.19918513,0.20636295
1770,0.20015886,0.21020278,0.21703568
1785,0.17761077,0.18191831,0.18686952
1800,0.17983994,0.18780585,0.1928381
1815,0.18619409,0.19847734,0.20522587
1830,0.18035783,0.18637013,0.19441876
1845,0.17329635,0.18118353,0.18880995
1860,0.17553774,0.18217164,0.18902065
1875,0.16628084,0.17525625,0.18028131
1890,0.18842852,0.19775073,0.20582992
1905,0.17482662,0.18323003,0.1909933
1920,0.19643475,0.20920207,0.21599378
1935,0.17622788,0.18704705,0.19654611
1950,0.17933682,0.18783796,0.19165206
1965,0.16959849,0.1842857,0.19019449
1980,0.19240569,0.20358036,0.21288495
1995,0.1641644,0.1743659,0.1800378
2010,0.17310824,0.18438667,0.19113527
2025,0.19526772,0.2079151,0.21844777
2040,0.18465084,0.19493766,0.20508893
2055,0.18534121,0.20017123,0.2115932
2070,0.17097178,0.18213274,0.1936255
2085,0.1759683,0.18880393,0.19372314
2100,0.18298598,0.19766107,0.20403038
2115,0.17695186,0.1872721,0.19692276
2130,0.19444256,0.20618075,0.21221924
2145,0.20100248,0.21549281,0.22143577
2160,0.18819359,0.20077983,0.2078008
2175,0.17702398,0.18684328,0.19628519
2190,0.18983959,0.20276392,0.21156324
2205,0.18634057,0.1965514,0.20759395
2220,0.1779768,0.18678986,0.19505441
2235,0.19424334,0.20791325,0.21553753
2250,0.1853009,0.20178844,0.2096849
2265,0.19634274,0.21288936,0.2228382
2280,0.20230441,0.21793866,0.22176613
2295,0.18335865,0.19488852,0.20643029
2310,0.18806499,0.20081931,0.21322764
2325,0.17764989,0.19068757,0.20490606
2340,0.18751422,0.20010321,0.21394509
2355,0.17849141,0.19773977,0.20739673
2370,0.215343,0.22975197,0.24456023
2385,0.18734683,0.20353611,0.21865089
2400,0.19302087,0.20846276,0.21981554
2415,0.18007877,0.19959307,0.21130998
2430,0.21266454,0.23058498,0.2464057
2445,0.18191874,0.19781275,0.2170427
2460,0.1878303,0.2035778,0.2174629
2475,0.18498749,0.20038517,0.2170247
2490,0.17129925,0.1880808,0.20209813
2505,0.18275072,0.1947056,0.20788397
2520,0.19592503,0.2121237,0.22704816
2535,0.19266354,0.20446724,0.22449982
2550,0.20665431,0.22715794,0.24255766
2565,0.16908266,0.18521608,0.20103094
2580,0.18772253,0.20495614,0.21652372
2595,0.18578322,0.2032877,0.21847439
2610,0.19896613,0.21386108,0.229182
2625,0.183577,0.19903964,0.21482041
2640,0.17597345,0.19033353,0.20621845
2655,0.18322949,0.20228952,0.21625045
2670,0.17487676,0.19198287,0.20505817
2685,0.19485487,0.20971029,0.22494403
2700,0.18738817,0.20625146,0.2240545
2715,0.18316813,0.20363866,0.21804486
2730,0.1728808,0.19266778,0.20570639
2745,0.18073277,0.20228006,0.21442424
2760,0.17599061,0.18911497,0.2078065
2775,0.18146253,0.20062071,0.2150224
2790,0.17338979,0.1877718,0.20550516
2805,0.19083887,0.20558415,0.22058618
2820,0.18911985,0.2049867,0.22221772
2835,0.18838674,0.2045813,0.22232886
2850,0.18627776,0.1971236,0.21370426
2865,0.20330974,0.22167566,0.23845345
2880,0.18060727,0.19413248,0.20960625
2895,0.20265251,0.21720088,0.23431337
2910,0.20924504,0.22553633,0.24229711
2925,0.1718171,0.18284748,0.20002298
2940,0.19445144,0.20914805,0.22946505
2955,0.1680132,0.18109258,0.19828708
2970,0.19335055,0.20964587,0.22617032
2985,0.19464225,0.21463174,0.23033795
3000,0.16251692,0.17767388,0.19377962
3015,0.1768007,0.19374903,0.21280201
3030,0.18199116,0.2007219,0.21505538
3045,0.19191808,0.20912704,0.2281216
3060,0.19025266,0.20976047,0.22881114
3075,0.18357566,0.1968901,0.21597704
3090,0.17831339,0.1964567,0.21023875
3105,0.18835941,0.20726185,0.22435224
3120,0.1907954,0.20995685,0.2242478
3135,0.18998681,0.20795956,0.22335279
3150,0.19797651,0.21580462,0.22857054
3165,0.18225224,0.19814886,0.2170359
3180,0.20517358,0.2241487,0.23734447
3195,0.18155535,0.19828013,0.21561305
3210,0.18936455,0.20933682,0.2222664
3225,0.19479358,0.2112469,0.22702406
3240,0.19865698,0.21842337,0.23201038
3255,0.19184521,0.20503767,0.22342207
3270,0.1890285,0.20809415,0.22351371
3285,0.17444047,0.18966053,0.20781684
3300,0.19039635,0.20915863,0.22174422
3315,0.18437031,0.20438583,0.21945201
3330,0.18915276,0.2057938,0.22568975
3345,0.19171576,0.21383993,0.22784027
3360,0.19155212,0.20997669,0.2279804
3375,0.19879822,0.22000629,0.23570469
3390,0.187133,0.2021121,0.21863163
3405,0.18083768,0.19497946,0.21619207
3420,0.18874608,0.20683059,0.22605394
3435,0.18444298,0.2051451,0.21828867
3450,0.19700378,0.21857159,0.23893383
3465,0.19692828,0.21298453,0.23106901
3480,0.19388977,0.20773634,0.22754061
3495,0.18152359,0.19989339,0.21535723
3510,0.19434056,0.21246937,0.23041259
3525,0.18275566,0.20272297,0.2160839
3540,0.19171588,0.21073425,0.2274015
3555,0.18458678,0.2020696,0.22088893
3570,0.18923083,0.20798875,0.22441106
3585,0.19207655,0.21087031,0.23011768
3600,0.1964929,0.21574382,0.2329246
3615,0.19383658,0.21238135,0.23171313
3630,0.1938893,0.21502827,0.2324067
3645,0.18141186,0.19917761,0.21651615
3660,0.19435753,0.21250227,0.23446447
3675,0.19306672,0.21447414,0.23412588
3690,0.19216667,0.21145688,0.22877817
3705,0.18459573,0.20325854,0.22167954
3720,0.19365081,0.21341379,0.23425967
3735,0.19687597,0.21823294,0.23940025
3750,0.17635407,0.19430867,0.21500894
3765,0.1944173,0.219127,0.24096493
3780,0.19158109,0.21243365,0.23696707
3795,0.19499816,0.21909466,0.24041636
3810,0.1926655,0.21341208,0.23593163
3825,0.18896222,0.21167362,0.23209728
3840,0.19382414,0.21245098,0.23402177
3855,0.20486853,0.22711404,0.24509591
3870,0.19114703,0.21345052,0.23672672
3885,0.1694698,0.18772267,0.20825063
3900,0.20456061,0.22550938,0.24665423
3915,0.18953864,0.21127531,0.2309249
3930,0.20754123,0.23052149,0.24796966
3945,0.2315007,0.25141808,0.27149385
3960,0.17985739,0.19993638,0.21664906
3975,0.1907974,0.21368954,0.22570722
3990,0.19531018,0.21705344,0.23279768
4005,0.19571747,0.21601348,0.23343037
4020,0.19109955,0.20983677,0.22857286
4035,0.19633031,0.22202285,0.23615606
4050,0.22561562,0.24767998,0.2674452
4065,0.19518672,0.21864517,0.24033482
4080,0.22007672,0.23881516,0.2553939
4095,0.18910637,0.2071911,0.22533312
4110,0.2079385,0.23120834,0.25050837
4125,0.19542263,0.21847123,0.24061535
4140,0.20674588,0.23189296,0.25101635
4155,0.1967439,0.21728313,0.24013972
4170,0.21019885,0.23332834,0.2577327
4185,0.19664794,0.21909642,0.23807989
4200,0.20014873,0.22146082,0.24505718
4215,0.21529984,0.23708801,0.26189795
4230,0.1934574,0.21564102,0.23606288
4245,0.20337453,0.22403985,0.24966407
4260,0.18102883,0.19787712,0.22201447
4275,0.19069763,0.21214549,0.23916608
4290,0.20519356,0.22993362,0.25452802
4305,0.21985112,0.24552318,0.2753665
4320,0.19475046,0.2169224,0.24249388
4335,0.18461788,0.20462546,0.23238729
4350,0.20186937,0.22548582,0.24972326
4365,0.1828188,0.20534304,0.23683818
4380,0.20288883,0.22256577,0.25126952
4395,0.19517846,0.21644062,0.24289012
4410,0.17805466,0.19956027,0.23092462
4425,0.21153042,0.23428099,0.2684744
4440,0.18814635,0.2119278,0.23332179
4455,0.18485148,0.2039859,0.23213041
4470,0.19271493,0.21580826,0.2456436
4485,0.19995204,0.2239329,0.25171733
4500,0.1910147,0.21175358,0.2395834
4515,0.19700092,0.2219301,0.24521638
4530,0.19379544,0.21767214,0.24304162
4545,0.19073088,0.21180242,0.23839141
4560,0.18734628,0.20916747,0.23299547
4575,0.20811807,0.23107615,0.26133177
4590,0.20018426,0.22030406,0.24617845
4605,0.19538338,0.21946362,0.24507236
4620,0.18368007,0.20609227,0.23119545
4635,0.1986128,0.22320825,0.2515523
4650,0.18597542,0.2129991,0.23442142
4665,0.18083137,0.20482153,0.23067136
4680,0.19333647,0.21643604,0.24473672
4695,0.20251514,0.22901355,0.25812653
4710,0.1966712,0.2195656,0.24755639
4725,0.18921366,0.21758059,0.24229647
4740,0.18871705,0.21614158,0.24494065
4755,0.18088683,0.2056843,0.2343414
4770,0.17277282,0.19662121,0.22671732
4785,0.17599787,0.199508,0.23303369
4800,0.18842301,0.21789622,0.24750507
4815,0.20113784,0.22648783,0.26202953
4830,0.19939975,0.2228287,0.25408238
4845,0.18729772,0.21159054,0.24277848
4860,0.18395737,0.20803913,0.23677069
4875,0.18322317,0.20802957,0.23859893
4890,0.2001135,0.22927298,0.26026875
4905,0.17591545,0.19757797,0.22806913
4920,0.18908468,0.21272221,0.2433544
4935,0.18860856,0.21191154,0.24183156
4950,0.1856417,0.2119011,0.24378148
4965,0.17128891,0.20001516,0.22580157
4980,0.1893951,0.21504746,0.25006664
4995,0.18162112,0.21262302,0.23492262
5010,0.1837285,0.20845978,0.23281175
5025,0.19111812,0.2172442,0.24580446
5040,0.20956282,0.23474507,0.26997787
5055,0.17838046,0.19995804,0.23020108
5070,0.18778594,0.21421507,0.24316032
5085,0.2012793,0.22943461,0.2589413
5100,0.2017272,0.22760625,0.26032177
5115,0.20118861,0.22760841,0.26085824
5130,0.19427428,0.22189645,0.250496
5145,0.18148775,0.2039497,0.23586173
5160,0.1792019,0.20834069,0.23375659
5175,0.17321914,0.19839472,0.22994865
5190,0.2001653,0.22763975,0.2618502
5205,0.20431715,0.23204847,0.26489425
5220,0.1962288,0.21930192,0.25113603
5235,0.18638745,0.2136171,0.24166216
5250,0.20254864,0.22593318,0.2611734
5265,0.18203133,0.20491256,0.2346867
5280,0.18199937,0.20997956,0.24141704
5295,0.18150003,0.20417374,0.23595682
5310,0.17871341,0.20356895,0.2386854
5325,0.18424748,0.20700563,0.24148001
5340,0.20290522,0.22510652,0.26164347
5355,0.18356712,0.20765077,0.24217807
5370,0.22408415,0.2518672,0.29327947
5385,0.20428883,0.2302164,0.26638767
5400,0.20908336,0.23528297,0.2699194
5415,0.21270013,0.23777077,0.27638096
5430,0.2009381,0.22935343,0.25936365
5445,0.18479922,0.2077736,0.24049172
5460,0.18100518,0.19898684,0.23564732
5475,0.18073836,0.2064849,0.2377768
5490,0.17874414,0.19929646,0.23491962
5505,0.19090751,0.21624795,0.24666882
5520,0.18519242,0.20874609,0.2480707
5535,0.19418314,0.2193117,0.25317192
5550,0.19968842,0.22566104,0.26430577
5565,0.20799102,0.23188213,0.27441263
5580,0.18299556,0.20778857,0.24261184
5595,0.186875,0.21424343,0.25236335
5610,0.20626405,0.23662858,0.27139315
5625,0.19145872,0.21463457,0.25699133
5640,0.17998381,0.20240176,0.23891361
5655,0.20195039,0.22964425,0.26966518
5670,0.19692959,0.22173259,0.2584163
5685,0.19028263,0.21305566,0.25117096
5700,0.19542421,0.22119701,0.2604572
5715,0.18883498,0.21359348,0.24878792
5730,0.20013037,0.22465292,0.26487193
5745,0.19166887,0.21301955,0.24947833
