training_steps,loss
0,-0.3762418210506439
15,-0.2953002909819285
30,-0.34517222046852114
45,-0.32448402841885887
60,-0.263266917069753
75,-0.4037536640961965
90,-0.34514444271723427
105,-0.3679546594619751
120,-0.048956348250309624
135,0.04571865896383921
150,0.7881887594858805
165,0.6365997711817424
180,0.19835617244243622
195,0.36974907318751016
210,0.39766358335812885
225,0.011007597049077352
240,0.3776579737663269
255,0.3156500975290934
270,0.37234962185223897
285,1.5985390186309814
300,1.782150928179423
315,0.9347108761469524
330,0.788905918598175
345,0.7696652332941691
360,1.0927936474482218
375,1.3191542625427246
390,0.7409712115923563
405,0.8649450818697612
420,1.1753398736317953
435,1.1777710596720377
450,1.1541646639506022
465,1.1419094800949097
480,0.9529257575670879
495,0.9600019852320353
510,0.7893641312917073
525,0.8414606094360352
540,0.7780609567960103
555,0.9602109273274739
570,0.7672523339589437
585,0.5471012870470683
600,0.9533494591712952
615,0.703749704360962
630,0.8999740521113078
645,0.664201561609904
660,0.8178416093190511
675,0.9503684441248575
690,0.9673430283864339
705,0.5378696302572886
720,0.4663550317287445
735,0.5626702388127645
750,0.5973509867986043
765,0.7203945358594258
780,0.654001780351003
795,0.6810995578765869
810,0.7319018085797627
825,0.29577651222546897
840,0.7667371273040772
855,0.6085854013760884
870,0.38663914998372395
885,0.19906477530797323
900,0.7111275355021159
915,0.4441344896952311
930,0.7787806351979574
945,0.4736862222353617
960,0.722261921564738
975,0.7007007718086242
990,0.8691872358322144
1005,0.6112056414286295
1020,0.4602612773577372
1035,0.17815048893292745
1050,0.7043396671613057
1065,-0.006543888648351034
1080,0.9568458358446758
1095,0.2388398786385854
1110,0.17582509915033975
1125,0.5484904249509176
1140,0.36793713172276815
1155,0.5527316729227701
1170,0.4884152412414551
1185,0.386870938539505
1200,0.49626145561536156
1215,0.49169386823972067
1230,0.46671501199404397
1245,0.9101033846537272
1260,0.5490317980448405
1275,0.4186906079451243
1290,0.35639828244845073
1305,0.6453398664792379
1320,0.41981985767682395
1335,0.5591705362002055
1350,0.4989308456579844
1365,0.0972791055838267
1380,0.3612665951251984
1395,0.07731508215268452
1410,0.350382270415624
1425,0.2721360981464386
1440,0.10100725094477335
1455,0.014736157655715943
1470,0.23078131675720215
1485,0.25384974280993144
1500,-0.053923199574152626
1515,0.0576698104540507
1530,0.2759918252627055
1545,-0.09590184291203817
1560,-0.32086015741030377
1575,0.1957975228627523
1590,0.27240577936172483
1605,-0.006338083744049072
1620,-0.020373896757761637
1635,0.24903465310732523
1650,0.025158770879109702
1665,-0.14659995635350545
1680,0.4159772833188375
1695,0.07601842284202576
1710,-0.15178592602411906
1725,0.48004372318585714
1740,-0.1538875937461853
1755,0.4681184152762095
1770,0.15111627380053202
1785,-0.19547527531782785
1800,-0.3095915993054708
1815,-0.3000413457552592
1830,-0.36119984785715736
1845,0.4530627926190694
1860,-0.24965592920780183
1875,0.3501736164093018
1890,0.6093052625656128
1905,0.10161707003911337
1920,0.16866871118545532
1935,-0.03194174766540527
1950,-0.07231806516647339
1965,0.13720447619756063
1980,-0.21753669877847034
1995,0.02813798189163208
2010,-0.2322167495886485
2025,0.11400654713312784
2040,-0.13918071190516154
2055,-0.18207075397173564
2070,0.06279436945915222
2085,-0.4944319983323415
2100,0.07602249979972839
2115,-0.14614659746487935
2130,-0.48475796182950337
2145,-0.46857396960258485
2160,0.24342697064081828
2175,0.02987280289332072
2190,-0.2575202037890752
2205,0.13087156613667805
2220,0.023625431458155315
2235,-0.08284724752108256
2250,-0.15597741802533469
2265,-0.18269622325897217
2280,0.10530244112014771
2295,-0.09519851207733154
2310,0.09978247284889222
2325,-0.028735639651616414
2340,-0.16492743094762166
2355,-0.018443304300308227
2370,0.1504104495048523
2385,-0.17323408722877504
2400,-0.05325414141019185
2415,-0.4504511038462321
2430,0.02714321811993917
2445,0.25691001613934833
2460,-0.31484449505805967
2475,-0.3371700624624888
2490,0.3074674705664317
2505,0.22405097087224324
2520,0.08289191325505575
2535,-0.06156506935755412
2550,-0.24154659807682038
2565,0.004534862438837687
2580,-0.14363962610562642
2595,0.37147103349367777
2610,-0.0037977019945780437
2625,-0.07154520948727926
2640,-0.31207557519276935
2655,0.2119471569856008
2670,-0.06184130112330119
2685,-0.047309654951095584
2700,-0.036388667424519856
2715,-0.1858023524284363
2730,-0.3957824528217316
2745,-0.10239242315292359
2760,-0.2455396334330241
2775,0.23996218641599018
2790,-0.05227385361989339
2805,-0.1943719764550527
2820,0.1911633551120758
2835,-0.16476999918619792
2850,-0.1754931350549062
2865,0.022673151890436807
2880,-0.14017228881518046
2895,0.018102250496546426
2910,-0.22805264194806416
2925,0.10724697311719258
2940,0.18758682608604432
2955,-0.409799333413442
2970,-0.114371657371521
2985,0.3667220175266266
3000,-0.10181045929590861
3015,-0.16523632605870564
3030,-0.19570309122403462
3045,-0.10350534518559774
3060,0.14297609130541483
3075,-0.07571186621983846
3090,0.022516940037409464
3105,-0.09551992416381835
3120,-0.18123053113619486
3135,-0.162732070684433
3150,-0.3973581333955129
3165,-0.390735258658727
3180,0.45428398648897805
3195,0.39032588799794515
3210,-0.23662648002306622
3225,0.0011564791202545166
3240,0.16424150864283243
3255,-0.16667038400967915
3270,-0.29256643454233805
3285,-0.1314502795537313
3300,-0.33734882473945615
3315,-0.0925304631392161
3330,-0.44600438674290976
3345,0.5506026029586792
3360,0.06668726801872253
3375,0.0697867731253306
3390,-0.09189226826032003
3405,-0.30764986475308737
3420,-0.07025128404299417
3435,-0.26437066197395326
3450,0.16372692584991455
3465,-0.13337448239326477
3480,-0.24189925988515218
3495,-0.2870710253715515
3510,-0.09052844842274983
3525,-0.04358181158701579
3540,0.49844385584195455
3555,-0.3356539289156596
3570,-0.3191873868306478
3585,-0.19066022634506224
3600,-0.004062950611114502
3615,-0.2850428024927775
3630,0.10674768686294556
3645,0.07277049819628398
3660,-0.2686092515786489
3675,0.0531433900197347
3690,-0.2470876932144165
3705,0.021568191051483155
3720,-0.23264042536417642
3735,-0.09465610980987549
3750,-0.32355358401934303
3765,-0.1675730586051941
3780,-0.3749561429023743
3795,-0.382384995619456
3810,0.19817256927490234
3825,-0.3276901662349701
3840,0.06482754747072855
3855,-0.27463836868604025
3870,-0.41748483180999757
3885,-0.24278144041697183
3900,-0.17015780011812845
3915,-0.25057713786760966
3930,0.24915761550267537
3945,-0.2850338260332743
3960,-0.3285794715086619
3975,-0.3231288015842438
3990,-0.15834944645563762
4005,-0.2988929092884064
4020,-0.16218361457188923
4035,-0.27016585469245913
4050,-0.28616413672765095
4065,-0.5331945816675822
