training_steps,loss
0,-0.339677619934082
15,-0.3706836144129435
30,-0.10670615037282308
45,-0.3469998339811961
60,-0.30276180505752565
75,-0.18238943219184875
90,0.541071085135142
105,0.42234208385149635
120,0.3265232781569163
135,0.8578659971555074
150,3.007834545771281
165,10.608548355102538
180,5.442471599578857
195,2.47894705136617
210,9.706051063537597
225,15.433696111043295
240,13.654816563924154
255,8.752396710713704
270,15.479973983764648
285,10.203795178731282
300,12.635219446818034
315,15.804186312357585
330,11.247659492492676
345,16.336083730061848
360,9.855251566569011
375,10.850014623006185
390,12.869113477071126
405,9.013785298665365
420,14.763876342773438
435,22.854044723510743
450,8.500969823201498
465,13.334120432535807
480,12.092626698811848
495,8.51472937266032
510,11.440973472595214
525,12.31874033610026
540,13.873467254638673
555,13.88928934733073
570,12.506717427571614
585,13.831933466593425
600,13.433614603678386
615,13.1455078125
630,12.945249430338542
645,10.66038932800293
660,11.045017878214518
675,12.834947649637858
690,11.019709904988607
705,11.99760627746582
720,11.387502606709798
735,11.059034729003907
750,10.737912623087565
765,9.360321362813314
780,9.424270884195964
795,10.684222157796224
810,10.80407034556071
825,9.400952784220378
840,9.410140164693196
855,10.150378735860189
870,10.289536794026693
885,10.968278694152833
900,6.6256056467692055
915,8.94621016184489
930,8.290537961324056
945,9.571993891398112
960,9.22758363087972
975,9.215628878275554
990,9.16813227335612
1005,7.465737183888753
1020,7.98172779083252
1035,7.4157204310099285
1050,8.874897448221843
1065,10.464323170979817
1080,9.164112091064453
1095,11.390574328104655
1110,9.363699913024902
1125,7.972598457336426
1140,8.761183230082194
1155,6.790953286488851
1170,8.731698417663575
1185,8.819982465108236
1200,7.787662092844645
1215,5.6607468287150065
1230,5.446183141072591
1245,8.42884120941162
1260,6.059425799051921
1275,10.393488502502441
1290,7.050844224294027
1305,8.061325200398763
1320,6.946776612599691
1335,6.499046770731608
1350,4.8881731033325195
1365,6.533347543080648
1380,9.035582733154296
1395,5.346052551269532
1410,7.105151335398356
1425,5.299292151133219
1440,6.802253214518229
1455,6.098601563771566
1470,6.271986325581868
1485,6.361110464731852
1500,5.371859041849772
1515,7.600401210784912
1530,6.328632577260335
1545,6.758032131195068
1560,7.775886027018229
1575,6.204684543609619
1590,7.020044263203939
1605,6.094056638081868
1620,7.52033011118571
1635,7.242167059580485
1650,6.24716968536377
1665,4.960077985127767
1680,3.950049336751302
1695,5.612433815002442
1710,5.566938304901123
1725,7.4114734649658205
1740,10.110897509256999
1755,5.238751570383708
1770,7.276077206929525
1785,6.066267999013265
1800,4.70106643040975
1815,4.962722365061442
1830,5.5482683181762695
1845,6.593218962351481
1860,4.687897777557373
1875,3.3466827392578127
1890,4.219930839538574
1905,7.384792359670003
1920,5.286527188618978
1935,5.621721172332764
1950,7.433069642384847
1965,6.903185335795085
1980,6.314957459767659
1995,5.367555491129557
2010,5.799626445770263
2025,6.62772569656372
2040,6.550466728210449
2055,8.526978747049968
2070,6.243164316813151
2085,8.068424479166667
2100,5.6997878074646
2115,6.947152519226075
2130,7.157789707183838
2145,4.6260254859924315
2160,6.189798386891683
2175,6.236435476938883
2190,7.82547976175944
2205,5.759125518798828
2220,3.7657023588816325
2235,2.5823652744293213
2250,9.061025238037109
2265,5.998440329233805
2280,5.604993756612142
2295,5.000846036275228
2310,5.982154464721679
2325,7.864231204986572
2340,6.223310724894206
2355,4.1209811528523765
2370,4.885007921854655
2385,6.071638202667236
2400,7.312866655985514
2415,4.331059296925862
2430,5.816720803578694
2445,6.316654300689697
2460,3.6382980823516844
2475,3.127664645512899
2490,2.8041961352030436
2505,6.2086256345113116
2520,3.619950866699219
2535,4.0402896722157795
2550,4.887021986643473
2565,4.941624482472737
2580,3.2523528734842935
2595,3.428528388341268
2610,4.932292842864991
2625,4.312289555867513
2640,6.198372554779053
2655,5.745575745900472
2670,4.899170207977295
2685,5.458807786305745
2700,5.33026351928711
2715,4.810596911112468
2730,6.427487627665202
2745,4.801028982798258
2760,6.5661413192749025
2775,3.9521267890930174
2790,5.020415528615316
2805,5.892387962341308
2820,3.059602228800456
2835,6.253554026285808
2850,3.7506762504577638
2865,3.177953592936198
2880,6.989448134104411
2895,5.722328090667725
2910,2.0916863282521567
2925,6.295556100209554
2940,9.829715665181478
2955,6.3934984842936196
2970,6.817276318868001
2985,5.08252166112264
3000,4.651639715830485
3015,5.941272608439127
3030,7.227945391337077
3045,3.2275105794270833
3060,4.033368889490763
3075,3.7925737539927167
3090,3.692430877685547
3105,3.8946485042572023
3120,7.7427236874898275
3135,3.35583283106486
3150,9.040203221638997
3165,4.966252835591634
3180,4.342692343393962
3195,4.955868434906006
3210,4.801027997334798
3225,6.231728585561116
3240,4.040411822001139
3255,2.4969716389973957
3270,6.327207088470459
3285,5.845063432057699
3300,3.240368954340617
3315,5.069568284352621
3330,2.7492407162984214
3345,5.79030917485555
3360,8.938193384806315
3375,4.267612552642822
3390,3.7473668893178305
3405,3.753969939549764
3420,4.791080220540365
3435,6.7085848172505695
3450,5.254017225901285
3465,5.9476901690165205
3480,5.418097400665284
3495,3.996937131881714
