time_steps,win_rate,episode_rewards
0,0.0,0.0
5762,0.8125,17.73972602739726
10339,0.65625,15.85445205479452
15014,0.84375,18.133561643835616
20610,0.5,13.8527397260274
25649,0.59375,15.104452054794521
30193,0.46875,13.583904109589042
35524,0.53125,14.231164383561644
40114,0.59375,15.073630136986303
45539,0.6875,16.208904109589042
50189,0.8125,17.72945205479452
55582,0.6875,16.167808219178085
60250,0.6875,16.25
65633,0.78125,17.416095890410958
70322,0.90625,18.88527397260274
75071,0.84375,18.11472602739726
80504,0.65625,15.905821917808218
85090,0.65625,15.946917808219176
90450,0.71875,16.625
95010,0.8125,17.73972602739726
100282,0.8125,17.75
105608,0.6875,16.145547945205482
110272,0.84375,18.083904109589042
115677,0.9375,19.23972602739726
120305,0.78125,17.373287671232877
125637,0.875,18.51027397260274
130200,0.75,17.01027397260274
135531,0.75,16.96746575342466
140162,0.75,17.061643835616437
145516,0.75,17.0
150137,0.71875,16.666095890410958
155653,0.875,18.46917808219178
160300,0.84375,18.11472602739726
165741,0.75,16.97945205479452
170413,0.75,16.90753424657534
175088,0.71875,16.583904109589042
180631,0.78125,17.36472602739726
185279,0.65625,15.833904109589042
190072,0.84375,18.176369863013697
195577,0.6875,16.22945205479452
200282,0.71875,16.63527397260274
205022,0.78125,17.32191780821918
210679,0.75,17.02054794520548
215438,0.59375,15.104452054794521
220234,0.8125,17.791095890410958
225059,0.71875,16.61472602739726
230600,0.75,16.92808219178082
235336,0.78125,17.34417808219178
240065,0.875,18.53082191780822
245467,0.8125,17.76027397260274
250122,0.84375,18.15582191780822
255674,0.75,16.97945205479452
260417,0.78125,17.363013698630137
265170,0.59375,15.10445205479452
270776,0.8125,17.77054794520548
275582,0.75,16.96746575342466
280303,0.78125,17.35445205479452
285734,0.78125,17.34417808219178
290466,0.84375,18.13527397260274
295153,0.78125,17.352739726027398
300654,0.78125,17.36472602739726
