training_steps,loss
0,-0.11776659886042277
15,0.037834376096725464
30,-0.2667669634024302
45,-0.32520091931025186
60,-0.3072133719921112
75,-0.2769161860148112
90,0.06258634527524312
105,-0.14249055981636047
120,0.5729248841603597
135,-0.1817333956559499
150,-0.07736684481302897
165,5.462039375305176
180,8.434609095255533
195,5.551691627502441
210,16.505813471476237
225,22.21464398701986
240,12.119942156473796
255,3.6263073444366456
270,12.338914489746093
285,7.897063954671224
300,5.323615900675455
315,9.718514696757
330,8.11021156311035
345,8.817935943603516
360,7.328535683949789
375,13.678129323323567
390,15.310595957438151
405,12.358700879414876
420,11.780575180053711
435,12.590156428019206
450,9.712085024515789
465,11.921974817911783
480,14.81790116628011
495,12.895949618021648
510,9.920809809366862
525,13.109603881835938
540,9.287982686360676
555,11.167616653442384
570,9.479282887776693
585,12.363893763224285
600,12.130269559224446
615,11.512180455525716
630,9.96920591990153
645,8.815990002950032
660,8.80230484008789
675,9.020257631937662
690,9.738566144307454
705,10.869719568888346
720,11.31080239613851
735,10.36312166849772
750,8.20647029876709
765,12.65955499013265
780,10.41046765645345
795,9.2798828125
810,10.333141454060872
825,10.92438627878825
840,8.325221506754557
855,12.256128056844075
870,9.045262463887532
885,11.888937695821125
900,8.707927258809407
915,10.383260345458984
930,11.190711847941081
945,11.708767573038736
960,8.14424295425415
975,12.071343358357748
990,9.177684529622395
1005,9.38525587717692
1020,9.532960637410481
1035,8.667675908406576
1050,9.792569796244303
1065,9.587896664937338
1080,7.877857844034831
1095,9.52667662302653
1110,9.019672775268555
1125,8.353283246358236
1140,9.729020309448241
1155,7.754184977213542
1170,8.325481541951497
1185,9.609391593933106
1200,8.18062521616618
1215,7.398081302642822
1230,7.425918928782145
1245,9.212425422668456
1260,8.073541164398193
1275,9.982172266642253
1290,7.195456886291504
1305,7.8274305661519366
1320,9.094121487935384
1335,8.168554306030273
1350,9.399123064676921
1365,9.038126627604166
1380,7.944380919138591
1395,6.697635873158773
1410,6.854518127441406
1425,9.067632102966309
1440,7.207730102539062
1455,8.128391965230305
1470,9.023540433247884
1485,8.159741528828938
1500,6.441268761952718
1515,6.856351153055827
1530,7.963616434733073
1545,9.517969957987468
1560,7.291240819295248
1575,7.203120835622152
1590,10.823840967814128
1605,8.455795733133952
1620,6.673466046651204
1635,8.857343928019207
1650,6.89514357248942
1665,7.17170254389445
1680,7.554127788543701
1695,6.217137686411539
1710,10.82740592956543
1725,8.438727315266927
1740,8.372055180867513
1755,7.296485678354899
1770,6.774313068389892
1785,9.126796086629232
1800,7.635107517242432
1815,6.806903616587321
1830,9.330058415730795
1845,4.840677324930827
1860,4.8639140129089355
1875,12.0456210454305
1890,8.045668888092042
1905,9.62482967376709
1920,6.394157028198242
1935,5.455389626820883
1950,7.590903695424398
1965,7.662716674804687
1980,8.211379559834798
1995,6.824207941691081
2010,4.2212679545084635
2025,6.133228492736817
2040,9.513970629374187
2055,9.03177096048991
2070,7.41207758585612
2085,6.809020042419434
2100,7.460099824269613
2115,6.861189810434977
2130,5.196931457519531
2145,6.364729595184326
2160,8.656928952534994
2175,7.260328674316407
2190,6.673543866475423
2205,5.334015846252441
2220,5.74280637105306
2235,5.668699423472087
2250,3.9607614994049074
2265,4.933039283752441
2280,4.505627918243408
2295,3.4654032548268634
2310,5.03593537012736
2325,5.004747136433919
2340,9.080450757344563
2355,7.941096846262614
2370,4.195271333058675
2385,5.068813769022624
2400,3.3108118693033854
2415,5.412805779774984
2430,4.158265082041423
2445,4.826731395721436
2460,5.515107123057048
2475,5.88527660369873
2490,5.922760264078776
2505,5.595917987823486
2520,5.741997496287028
2535,5.654242102305094
2550,6.714007059733073
2565,4.151928520202636
2580,8.083978112538656
2595,7.753236897786459
2610,7.54554557800293
2625,6.002725664774577
2640,6.116096878051758
2655,4.962726147969564
2670,6.011117140452067
2685,6.002986176808675
2700,4.4542573610941565
2715,8.265726216634114
2730,3.7201443195343016
2745,5.143318780263265
2760,6.482131354014078
2775,4.982086054484049
2790,6.011130777994792
2805,3.9557452042897543
2820,6.616857782999674
2835,5.337289683024088
2850,2.8430041790008547
2865,4.440343952178955
2880,6.510073216756185
2895,6.79895133972168
2910,4.877971204121907
2925,4.439058526357015
2940,3.2647717316945393
2955,6.8757561047871905
2970,4.39469248453776
2985,3.4874769846598306
3000,6.076347700754801
3015,4.638840516408284
3030,5.304555130004883
3045,3.4038535753885903
3060,6.22417885462443
3075,4.5652257919311525
3090,3.9824484030405682
3105,3.623839235305786
3120,2.0850428104400636
3135,5.140533097585043
3150,4.4262921969095865
3165,2.518678840001424
3180,3.8304726600646974
3195,2.2424371878306073
3210,4.875099563598633
3225,3.682221269607544
3240,4.049925454457601
3255,3.9593132972717284
3270,3.510770654678345
3285,7.740514055887858
3300,4.827055708567301
3315,3.215826145807902
3330,2.7444687525431317
3345,1.9146475950876871
3360,3.0331978797912598
3375,3.2494635899861652
3390,3.653897285461426
3405,4.712543296813965
3420,3.5024716377258303
3435,4.166482130686442
3450,5.943792311350505
3465,3.7655683040618895
3480,6.029639816284179
3495,3.707566833496094
3510,2.5038191000620524
3525,3.569145647684733
3540,2.5269965807596844
3555,3.963004541397095
3570,3.7223062833150227
3585,3.9219760417938234
3600,5.714744663238525
3615,2.143655697504679
3630,2.85597882270813
3645,3.1381577173868815
3660,2.6093706289927163
3675,1.4281707763671876
3690,2.911776065826416
3705,3.5381844361623127
3720,4.183128738403321
3735,1.8737432797749838
3750,4.058399772644043
3765,5.390858300526937
3780,2.530873203277588
3795,4.976028982798258
3810,2.213959010442098
3825,1.8115678071975707
3840,3.942129675547282
3855,4.758564249674479
3870,3.736427672704061
3885,2.350575065612793
3900,3.8787437915802
3915,2.009203871091207
3930,6.154881731669108
3945,1.7628629843393961
3960,7.022883828481039
3975,4.730380058288574
3990,3.1728785196940104
4005,2.765865914026896
4020,3.2574560483296713
4035,1.7158403555552164
4050,5.566904735565186
4065,2.8037600835164387
4080,3.928811232248942
4095,0.9763527552286784
4110,2.6048816045125327
4125,2.660273281733195
4140,3.419948371251424
4155,3.590033435821533
4170,2.4142587184906006
4185,2.2946109135945636
4200,5.4177423795064295
4215,1.9343175331751505
4230,5.647420120239258
4245,3.252062225341797
4260,0.39374942779541017
4275,1.1129851420720418
4290,2.4316562175750733
4305,2.497880792617798
4320,4.539772669474284
4335,4.96087319056193
4350,3.995133972167969
4365,3.418471336364746
4380,3.3777669270833335
4395,2.0232002973556518
4410,2.45686887105306
4425,8.417664210001627
4440,2.8678571859995525
4455,-0.2145957867304484
4470,3.461419153213501
4485,0.4021665930747986
4500,2.36417506535848
4515,1.1712941726048787
4530,3.0831681569417317
4545,1.1963905096054077
4560,0.9122978528340657
4575,3.625282128651937
4590,1.2349968353907268
4605,4.737791093190511
4620,2.7554254372914633
4635,0.6935950994491578
4650,0.8162837902704875
4665,3.402336581548055
4680,4.421382649739583
4695,0.7850215633710226
4710,-0.001442943016688029
4725,3.3192216714223224
4740,1.4791112581888834
4755,3.7964776198069257
4770,5.307346185048421
