time_steps,win_rate,episode_rewards
0,0.0,0.7722602739726023
5574,0.5,13.70890410958904
10446,0.78125,17.323630136986303
15513,0.625,15.436643835616438
20552,0.40625,12.636986301369863
25070,0.40625,12.66609589041096
30600,0.6875,16.238013698630137
35296,0.625,15.238013698630137
40103,0.6875,16.11986301369863
45724,0.625,15.268835616438357
50531,0.625,15.47945205479452
55253,0.375,12.244863013698627
60797,0.90625,18.875
65557,0.8125,17.801369863013697
70200,0.78125,17.35445205479452
75616,0.5,13.883561643835614
80268,0.6875,16.20719178082192
85742,1.0,20.0
90510,0.875,18.5
95254,0.96875,19.625
100728,0.90625,18.875
105433,0.9375,19.25
110079,0.9375,19.25
115530,0.9375,19.229452054794518
120220,0.96875,19.59417808219178
125704,0.8125,17.749999999999996
130359,0.96875,19.625
135142,0.90625,18.86472602739726
140624,1.0,20.0
145285,0.78125,17.34417808219178
150679,0.84375,18.11472602739726
155372,0.96875,19.625
160014,0.875,18.52054794520548
165343,0.8125,17.698630136986303
170680,0.84375,18.14554794520548
175311,0.90625,18.833904109589042
180740,0.90625,18.85445205479452
185384,0.96875,19.625
190023,0.9375,19.22945205479452
195359,0.9375,19.23972602739726
200116,0.96875,19.625
205666,0.90625,18.875
210283,0.90625,18.84417808219178
215748,0.96875,19.63527397260274
220464,1.0,20.0
225216,0.9375,19.25
230618,0.90625,18.875
235184,0.90625,18.875
240596,0.90625,18.86472602739726
245190,0.90625,18.875
250613,0.875,18.458904109589042
255288,0.90625,18.89554794520548
260763,0.90625,18.875
265480,0.90625,18.875
270172,0.9375,19.26027397260274
275684,0.90625,18.875
280368,0.84375,18.10445205479452
285110,1.0,20.0
290635,0.875,18.52054794520548
295241,0.875,18.48972602739726
300653,0.96875,19.63527397260274
