time_steps,win_rate,episode_rewards
0,0.0,3.4246575342465757
5288,0.21875,10.073630136986303
10409,0.40625,12.54623287671233
15253,0.75,16.863013698630137
20283,0.59375,15.03595890410959
25554,0.75,16.96917808219178
30088,0.75,16.97945205479452
35402,0.9375,19.248287671232877
40061,0.71875,16.573630136986303
45480,0.8125,17.75
50022,0.625,15.458904109589042
55352,0.46875,13.542808219178083
60020,0.90625,18.89554794520548
65404,0.8125,17.71917808219178
70030,0.78125,17.30308219178082
75406,0.8125,17.77054794520548
80108,0.78125,17.34417808219178
85544,0.75,16.958904109589042
90231,0.71875,16.64554794520548
95580,0.84375,18.125
100225,0.75,17.03082191780822
105595,0.71875,16.594178082191778
110214,0.90625,18.875
115537,0.75,17.0
120189,0.8125,17.73972602739726
125543,0.65625,15.811643835616438
130142,0.875,18.48972602739726
135430,0.78125,17.38527397260274
140114,0.8125,17.78082191780822
145395,0.75,17.02054794520548
150157,0.65625,15.844178082191782
155778,0.84375,18.13527397260274
160520,0.71875,16.563356164383563
165220,0.75,17.01027397260274
170652,0.65625,15.895547945205479
175316,0.84375,18.09417808219178
180031,0.78125,17.33390410958904
185528,0.875,18.53082191780822
190249,0.75,16.96917808219178
195039,0.78125,17.34417808219178
200546,0.71875,16.63527397260274
205154,0.78125,17.383561643835616
210488,0.8125,17.75
215048,0.59375,15.174657534246574
220268,0.8125,17.72945205479452
225440,0.8125,17.72945205479452
230671,0.8125,17.78082191780822
235004,0.96875,19.63527397260274
240681,1.0,20.0
245604,0.875,18.48972602739726
250499,0.9375,19.26027397260274
255413,0.8125,17.75
260308,0.9375,19.27054794520548
265170,0.96875,19.63527397260274
270071,0.9375,19.226027397260275
275709,0.84375,18.166095890410958
280591,0.90625,18.90582191780822
285511,0.78125,17.426369863013697
290412,0.9375,19.25
295300,0.90625,18.875
300172,0.90625,18.821917808219176
