time_steps,win_rate,episode_rewards
0,0.0,0.0
5800,0.0625,5.852739726027398
10047,0.625,15.39554794520548
15018,0.375,12.284246575342465
20093,0.65625,15.881849315068493
25339,0.71875,16.624999999999996
30723,0.65625,15.883561643835616
35421,0.75,16.967465753424655
40734,0.625,15.42294520547945
45263,0.34375,12.010273972602738
50549,0.8125,17.76027397260274
55300,0.25,10.60787671232877
60124,0.375,12.217465753424655
65727,0.4375,13.00513698630137
70485,0.46875,13.499999999999998
75269,0.65625,15.801369863013699
80064,0.84375,18.11472602739726
85687,0.625,15.47945205479452
90469,0.78125,17.333904109589042
95227,0.59375,15.08390410958904
100091,0.625,15.386986301369863
105587,0.59375,15.06335616438356
110297,0.75,16.969178082191778
115019,0.78125,17.38527397260274
120454,0.65625,15.792808219178081
125151,0.84375,18.125
130524,0.6875,16.157534246575345
135198,0.6875,16.1986301369863
140478,0.625,15.520547945205479
145022,0.8125,17.708904109589042
150440,0.625,15.417808219178081
155210,0.78125,17.333904109589042
160571,0.71875,16.604452054794518
165215,0.875,18.4486301369863
170838,0.75,17.0
175740,0.8125,17.698630136986303
180676,0.84375,18.0736301369863
185604,0.84375,18.09417808219178
190400,0.75,16.938356164383563
195258,0.6875,16.15753424657534
200207,0.75,16.97945205479452
205185,0.71875,16.5736301369863
210019,0.84375,18.08390410958904
215752,0.75,16.9486301369863
220733,0.78125,17.35445205479452
225589,0.9375,19.27054794520548
230488,0.9375,19.25
235327,0.9375,19.23972602739726
240154,0.9375,19.26027397260274
245051,0.875,18.52054794520548
250751,0.90625,18.88527397260274
255613,0.90625,18.89554794520548
260466,0.84375,18.15582191780822
265416,0.96875,19.63527397260274
270193,0.96875,19.60445205479452
275668,0.9375,19.26027397260274
280622,0.96875,19.625
285647,0.90625,18.875
290675,0.96875,19.604452054794518
295663,0.96875,19.61472602739726
300630,0.9375,19.25
